[00:00.000 --> 00:02.000]  How is sunny California?
[01:17:34.000 --> 01:17:36.000]  And they're giving me a free service in exchange,
[01:17:36.000 --> 01:17:39.000]  and convenience is always at war with security.
[01:17:39.000 --> 01:17:43.000]  But to your point, what Google wants here happens to be what everybody else wants.
[01:17:43.000 --> 01:17:45.000]  And you could make a case that Google will protect it,
[01:17:45.000 --> 01:17:47.000]  but Google is bound by laws,
[01:17:47.000 --> 01:17:49.000]  and we don't know what those laws are going to be yet.
[01:17:49.000 --> 01:17:51.000]  But also, Google is subject to abuse.
[01:17:51.000 --> 01:17:53.000]  And we saw with the NSA, when they started having access to this data,
[01:17:53.000 --> 01:17:56.000]  they didn't just use it for legitimate and noble government purposes,
[01:17:56.000 --> 01:17:58.000]  but they used it to keep track of ex-girlfriends
[01:17:58.000 --> 01:18:00.000]  and to spy on people and to do things.
[01:18:00.000 --> 01:18:02.000]  And you can say that won't happen,
[01:18:02.000 --> 01:18:04.000]  but the best way for that not to happen is what Apple's doing,
[01:18:04.000 --> 01:18:08.000]  where they themselves do not have access to it.
[01:18:08.000 --> 01:18:10.000]  Yeah, that's exactly right.
[01:18:10.000 --> 01:18:14.000]  And I know for a fact that iMessage was architected with that in mind.
[01:18:14.000 --> 01:18:20.000]  It was the high-level, one of the top bullet items was,
[01:18:20.000 --> 01:18:22.000]  we need to design this system from the ground up
[01:18:22.000 --> 01:18:25.000]  so that we cannot see these messages,
[01:18:25.000 --> 01:18:28.000]  even if compelled to do so by a warrant.
[01:18:28.000 --> 01:18:30.000]  And FaceTime too, which is why it's allowed to be used in the medical industry,
[01:18:30.000 --> 01:18:32.000]  because it's end-to-end encrypted,
[01:18:32.000 --> 01:18:35.000]  and there's no chance for someone to intercept that and have private data leaked.
[01:18:35.000 --> 01:18:38.000]  They've been doing this with all their services systematically.
[01:18:38.000 --> 01:18:42.000]  Yeah, so I really...
[01:18:42.000 --> 01:18:46.000]  There's no other way for Google to do this with the bot, I don't think.
[01:18:46.000 --> 01:18:50.000]  I guess there are other ways where it would have to be, like you said,
[01:18:50.000 --> 01:18:53.000]  where everything I typed to you is still end-to-end encrypted,
[01:18:53.000 --> 01:18:56.000]  but only the at-Google ones are not.
[01:18:56.000 --> 01:18:58.000]  And I really feel like that they should,
[01:18:58.000 --> 01:19:00.000]  and it doesn't seem like they're doing it,
[01:19:00.000 --> 01:19:03.000]  I think that they should do something visual,
[01:19:03.000 --> 01:19:07.000]  like the way that iMessage does green bubbles for SMS
[01:19:07.000 --> 01:19:09.000]  and blue bubbles for iMessages.
[01:19:09.000 --> 01:19:15.000]  They should do something to make clear what is end-to-end encrypted and what is not.
[01:19:15.000 --> 01:19:18.000]  And I really kind of feel like they drop the ball by doing this
[01:19:18.000 --> 01:19:20.000]  the way that they're doing it.
[01:19:20.000 --> 01:19:24.000]  I mean, it's sort of deliberate, but I really do feel like it's a problem.
[01:19:24.000 --> 01:19:28.000]  I mean, it's a service that I wouldn't want to rely on.
[01:19:28.000 --> 01:19:31.000]  And to your point, I mean, using the term incognito,
[01:19:31.000 --> 01:19:34.000]  it's baffling to me because they're using your phone number as a unique identifier,
[01:19:34.000 --> 01:19:37.000]  and that means that by definition you're not incognito.
[01:19:37.000 --> 01:19:41.000]  And if I'm messaging you in incognito mode, we still know who each other are.
[01:19:41.000 --> 01:19:42.000]  There's no identity questions there.
[01:19:42.000 --> 01:19:44.000]  Right. It's not incognito.
[01:19:44.000 --> 01:19:46.000]  It's really a problematic use of the word.
[01:19:46.000 --> 01:19:48.000]  I really do think so, because it's not the same as Chrome.
[01:19:48.000 --> 01:19:51.000]  Chrome, when you go into incognito mode, you really are anonymous,
[01:19:51.000 --> 01:19:53.000]  or at least if it works the way it's designed,
[01:19:53.000 --> 01:19:55.000]  obviously there could be a bug or something.
[01:19:55.000 --> 01:19:58.000]  Even there, it stops your history and it stops the cookies,
[01:19:58.000 --> 01:20:02.000]  but unless you're using some form of ad tracker and all those things, blockers,
[01:20:02.000 --> 01:20:04.000]  it's not stopping the web from monitoring your progress in general.
[01:20:04.000 --> 01:20:07.000]  You have to go incognito and block everything else.
[01:20:07.000 --> 01:20:11.000]  Yeah, and it doesn't route you through some kind of anonymizing service.
[01:20:11.000 --> 01:20:14.000]  Either your IP address is still just your IP address,
[01:20:14.000 --> 01:20:17.000]  but it is cut off from your regular cookie stash and et cetera.
[01:20:17.000 --> 01:20:19.000]  You search history.
[01:20:19.000 --> 01:20:21.000]  Then next, the sibling.
[01:20:21.000 --> 01:20:23.000]  Oh, by the way, we should say that Apple actually, I think,
[01:20:23.000 --> 01:20:26.000]  does call this privacy mode, and they're the ones who started it.
[01:20:26.000 --> 01:20:28.000]  Yes, in Safari, you mean?
[01:20:28.000 --> 01:20:29.000]  Yes.
[01:20:29.000 --> 01:20:32.000]  Yeah, it's a new private window.
[01:20:32.000 --> 01:20:34.000]  Yeah.
[01:20:34.000 --> 01:20:40.000]  But again, their use of incognito in Allo is really not that similar to Chrome,
[01:20:40.000 --> 01:20:46.000]  and like you said, it's still your phone number.
[01:20:46.000 --> 01:20:47.000]  I say thumbs down.
[01:20:47.000 --> 01:20:49.000]  Thumbs down on the architectural design of Allo,
[01:20:49.000 --> 01:20:54.000]  or at least the defaults should be flipped, in my opinion.
[01:20:54.000 --> 01:20:56.000]  The default should be what they call private mode,
[01:20:56.000 --> 01:20:59.000]  and then you should be able to turn on, you know,
[01:20:59.000 --> 01:21:01.000]  give me some help from Google bot mode,
[01:21:01.000 --> 01:21:04.000]  and then there should be a very clear visual indication
[01:21:04.000 --> 01:21:07.000]  that you're no longer private.
[01:21:07.000 --> 01:21:09.000]  Yeah, and the whole, again, like I said,
[01:21:09.000 --> 01:21:11.000]  the technology was impressive, but the presentations,
[01:21:11.000 --> 01:21:14.000]  I think, did not do them any service.
[01:21:14.000 --> 01:21:15.000]  It's unclear to me.
[01:21:15.000 --> 01:21:18.000]  You and I are chatting on iMessage, and I'm researching a Scotch thing.
[01:21:18.000 --> 01:21:20.000]  It reminds me almost of those really, really early adventure games
[01:21:20.000 --> 01:21:22.000]  where you're standing on the edge of a forest,
[01:21:22.000 --> 01:21:24.000]  and it's a river to one side, and you type and pick up the sword,
[01:21:24.000 --> 01:21:26.000]  and it does that.
[01:21:26.000 --> 01:21:28.000]  It's not always an optimal form.
[01:21:28.000 --> 01:21:29.000]  I mean, we replace that.
[01:21:29.000 --> 01:21:30.000]  Those aren't how games run anymore.
[01:21:30.000 --> 01:21:33.000]  We replace that with easier, more direct forms of manipulation,
[01:21:33.000 --> 01:21:36.000]  and it's not clear to me exactly what, like you said,
[01:21:36.000 --> 01:21:38.000]  or Syracuse has said about the curry,
[01:21:38.000 --> 01:21:41.000]  it's not clear to me how efficient this form of communication will be.
[01:21:41.000 --> 01:21:43.000]  There will be specific cases where it's very useful,
[01:21:43.000 --> 01:21:47.000]  but do I want my entire chat experience subsumed with these little use cases
[01:21:47.000 --> 01:21:50.000]  that I might not ever put to use?
[01:21:50.000 --> 01:21:51.000]  Yeah.
[01:21:51.000 --> 01:21:54.000]  So the sibling app to Allo is called Duo,
[01:21:54.000 --> 01:21:58.000]  and I think it's very fair to say it's their answer to FaceTime.
[01:21:58.000 --> 01:22:02.000]  It is live video chat.
[01:22:02.000 --> 01:22:03.000]  I don't know.
[01:22:03.000 --> 01:22:05.000]  There might be an audio mode.
[01:22:05.000 --> 01:22:09.000]  I mean, it doesn't demo as well, but it's live video.
[01:22:09.000 --> 01:22:11.000]  It is a companion to Allo,
[01:22:11.000 --> 01:22:14.000]  so I'm guessing it still uses your phone number as an identifier.
[01:22:14.000 --> 01:22:18.000]  It is going to be cross-platform, iOS and Android,
[01:22:18.000 --> 01:22:20.000]  and like you said earlier, you hinted at it.
[01:22:20.000 --> 01:22:23.000]  They have a feature they call knock-knock preview,
[01:22:23.000 --> 01:22:27.000]  which means that if I call you, it'll start the video on me,
[01:22:27.000 --> 01:22:34.000]  and the notification that you get when it rings or whatever,
[01:22:34.000 --> 01:22:37.000]  when I'm knock-knocking you,
[01:22:37.000 --> 01:22:41.000]  it'll already show you where I am, who I am, and what I'm doing.
[01:22:41.000 --> 01:22:43.000]  You'll already have the video to look at.
[01:22:43.000 --> 01:22:45.000]  I don't know who thought this was a great idea.
[01:22:45.000 --> 01:22:47.000]  I understand they use someone's kids as a demo,
[01:22:47.000 --> 01:22:50.000]  but I don't know who decided that anybody has the right
[01:22:50.000 --> 01:22:52.000]  to put live video on my home screen without my consent
[01:22:52.000 --> 01:22:55.000]  or my lock screen without my consent because we know people.
[01:22:55.000 --> 01:22:57.000]  It's not going to end up well for us.
[01:22:57.000 --> 01:23:00.000]  Well, yeah.
[01:23:00.000 --> 01:23:04.000]  Like if I know you're having a meeting.
[01:23:04.000 --> 01:23:06.000]  No, my phone rings and all of a sudden
[01:23:06.000 --> 01:23:08.000]  it's every inch of guy English on my home screen.
[01:23:08.000 --> 01:23:11.000]  I mean, it's just not going to work well.
[01:23:11.000 --> 01:23:13.000]  It's an interesting demo, and like you said,
[01:23:13.000 --> 01:23:15.000]  it may not be a good feature.
[01:23:15.000 --> 01:23:21.000]  And on iOS, it's 99.999% certain there's no way that's going to work
[01:23:21.000 --> 01:23:25.000]  because that's something that's only going to be on Android.
[01:23:25.000 --> 01:23:27.000]  Yeah, well, you have to have the app open and sitting there
[01:23:27.000 --> 01:23:29.000]  waiting for the person to call,
[01:23:29.000 --> 01:23:30.000]  at which point it kind of defeats the purpose.
[01:23:30.000 --> 01:23:32.000]  Right. If you're already in the app, they could do it,
[01:23:32.000 --> 01:23:37.000]  but otherwise it's just going to be a standard notification.
[01:23:37.000 --> 01:23:39.000]  Again, another separate application.
[01:23:39.000 --> 01:23:45.000]  Yeah. Well, it's the same reason that FaceTime is a separate application.
[01:23:45.000 --> 01:23:49.000]  It is, but Apple doesn't have FaceTime plus an app like Hangouts
[01:23:49.000 --> 01:23:51.000]  that already does very similar things to this.
[01:23:51.000 --> 01:23:54.000]  I mean, it's layer upon layer of Google communication apps at this point.
[01:23:54.000 --> 01:23:57.000]  Yeah, I think it's interesting to me that they're doing it,
[01:23:57.000 --> 01:24:03.000]  and I wonder, unlike with Amazon and the Echo where they called it out,
[01:24:03.000 --> 01:24:06.000]  they didn't mention Apple and FaceTime, but especially with the Duo.
[01:24:06.000 --> 01:24:11.000]  And I think it's fair to say that Allo is as much a competitor to WhatsApp
[01:24:11.000 --> 01:24:17.000]  and Line and all the other, you know, there's so many messaging apps that are out there.
[01:24:17.000 --> 01:24:19.000]  You can't just say it's a direct answer to iMessage,
[01:24:19.000 --> 01:24:22.000]  and iMessage is a little different. iMessage doesn't have stickers,
[01:24:22.000 --> 01:24:28.000]  and it's really more about replacing SMS text messaging.
[01:24:28.000 --> 01:24:32.000]  But with Duo, it's impossible not to talk about this and not mention FaceTime.
[01:24:32.000 --> 01:24:35.000]  It looks like FaceTime. I mean, the screen just looks like FaceTime.
[01:24:35.000 --> 01:24:40.000]  Yeah, and I just think that they're answering for Android users a need that, you know,
[01:24:40.000 --> 01:24:45.000]  that's like a cool thing that iPhone users have been using for years,
[01:24:45.000 --> 01:24:51.000]  and, you know, there hasn't been a good answer for Android users, and now there will be.
[01:24:51.000 --> 01:24:56.000]  And it's interesting because FaceTime, I mean, well, the story is well known.
[01:24:56.000 --> 01:24:58.000]  Steve Jobs announced it was going to be an open standard,
[01:24:58.000 --> 01:25:01.000]  and much to the surprise of the engineers sitting in the audience at the time.
[01:25:01.000 --> 01:25:06.000]  And then Apple got sued by Vertimex, and basically they had to re-architect the entire system
[01:25:06.000 --> 01:25:09.000]  based on, you know, rocket docket Texas patent law.
[01:25:09.000 --> 01:25:13.000]  And I believe they've gone to court three times, and I'm not sure what the status is now,
[01:25:13.000 --> 01:25:16.000]  but it really hamstrung the roadmap for FaceTime.
[01:25:16.000 --> 01:25:18.000]  It gets years later, and we have FaceTime audio now,
[01:25:18.000 --> 01:25:20.000]  but we don't have FaceTime conference calls,
[01:25:20.000 --> 01:25:22.000]  and there's all sorts of really obvious features that Apple,
[01:25:22.000 --> 01:25:26.000]  just being sued into oblivion by this company, has not been able to roll out.
[01:25:26.000 --> 01:25:30.000]  And the technology behind Duo is super interesting to me,
[01:25:30.000 --> 01:25:32.000]  and they're using WebRTC. I think that's what they're doing.
[01:25:32.000 --> 01:25:35.000]  And the way that they're implementing it, really, really interesting,
[01:25:35.000 --> 01:25:38.000]  but it'll need to evolve, too.
[01:25:38.000 --> 01:25:42.000]  Like Skype has got all these features, and Hangouts has conference calls.
[01:25:42.000 --> 01:25:45.000]  I'm not sure what the exact difference is, why they don't get sued the way that Apple has,
[01:25:45.000 --> 01:25:50.000]  but it really does sort of open up that sort of cross-platform dynamic
[01:25:50.000 --> 01:25:54.000]  that you want from services like these.
[01:25:54.000 --> 01:25:59.000]  Yeah, definitely. So it would be interesting to see what kind of uptake it gets.
[01:25:59.000 --> 01:26:02.000]  I kind of salute them. I feel like these are focused apps,
[01:26:02.000 --> 01:26:08.000]  and the point is very clear, and it's sort of the opposite of...
[01:26:08.000 --> 01:26:11.000]  What was that thing that Google built a couple years ago,
[01:26:11.000 --> 01:26:14.000]  and it eventually disappeared, but it was like...
[01:26:14.000 --> 01:26:15.000]  Wave.
[01:26:15.000 --> 01:26:18.000]  Yeah, that's it. Google Wave. Right. It's the opposite of Wave.
[01:26:18.000 --> 01:26:24.000]  It's the antithesis, where Wave was so nebulous and so grandiose in its ambitions
[01:26:24.000 --> 01:26:29.000]  that they lost the point of, hey, I'm looking at this thing, and I just don't get it.
[01:26:29.000 --> 01:26:32.000]  It was like WikiChat. It was very strange.
[01:26:32.000 --> 01:26:36.000]  It was super ambitious, but it really was not a good product.
