[00:00.000 --> 00:01.000]  So where to start?
[1:28:04.080 --> 1:28:07.200]  it was boring, but the minute they made it in gold, you know, people first made fun of it
[1:28:07.200 --> 1:28:09.800]  and then everyone complained they couldn't get one.
[1:28:09.800 --> 1:28:17.800]  Did you hear, you know, it's still hard to get an iPhone's.
[1:28:17.800 --> 1:28:21.640]  Yeah, I think there's, there's still, I didn't know that until I was listening to ATP and
[1:28:21.640 --> 1:28:28.160]  heard Syracuse talking about it, it's supply still hasn't caught up with demand.
[1:28:28.160 --> 1:28:32.160]  Milton has been trying to get them for weeks and I think yet the finally calling favors
[1:28:32.160 --> 1:28:36.200]  to try to get them shipped to that makes me laugh.
[1:28:36.200 --> 1:28:39.360]  Well, it's hilarious because people who leave Apple have no idea how to get a, like how
[1:28:39.360 --> 1:28:42.360]  normal people get their phones, like they just, they've never had to deal with carriers
[1:28:42.360 --> 1:28:46.400]  or with retail stores or, and it sounds like some of them, you know, as much as I love
[1:28:46.400 --> 1:28:50.640]  them, they're absolutely inadequate and equipped to deal with the horrors of retail shopping.
[1:28:50.640 --> 1:29:05.640]  Yeah, let me see here, if I get a six and I get it in space gray, I get it on Verizon.
[1:29:05.640 --> 1:29:12.240]  If I want, well, it looks like I can get, I can get 128 gigs as available three to five
[1:29:12.240 --> 1:29:13.240]  business days.
[1:29:13.240 --> 1:29:18.160]  I think the six plus is still harder than the six, yeah, but they're starting to fall into
[1:29:18.160 --> 1:29:22.800]  more about, which is great. I mean, as much as people complain about, about the iPhone,
[1:29:22.800 --> 1:29:26.160]  you still can't get them that there's their complete, their supply constraint from months
[1:29:26.160 --> 1:29:27.160]  after launch.
[1:29:27.160 --> 1:29:28.160]  Yeah.
[1:29:28.160 --> 1:29:30.160]  Which was crazy.
[1:29:30.160 --> 1:29:33.840]  Um, and I think that's, you know, but I still think that's pretty interesting that
[1:29:33.840 --> 1:29:39.360]  they're at a point where they still don't catch up in supply demand until after the
[1:29:39.360 --> 1:29:40.360]  holiday.
[1:29:40.360 --> 1:29:41.360]  Yeah.
[1:29:41.360 --> 1:29:43.680]  And a year after a year or two, it's not a diminishing thing.
[1:29:43.680 --> 1:29:45.760]  They're making more and more money off the iPhone.
[1:29:45.760 --> 1:29:47.160]  Yeah.
[1:29:47.160 --> 1:29:48.160]  That's left.
[1:29:48.160 --> 1:29:53.960]  I guess we have the last event of the year, which would be the iPad air to, yes, and,
[1:29:53.960 --> 1:29:56.160]  you know, somebody, oh, and the retina, I'm back.
[1:29:56.160 --> 1:29:57.160]  Yeah.
[1:29:57.160 --> 1:29:59.560]  Retina, I'm actually going to really sticks out to me.
[1:29:59.560 --> 1:30:01.160]  I still, I love the iPad air too.
[1:30:01.160 --> 1:30:06.240]  I still think, I think it's an amazing device, but it's, it's a refinement of the iPad
[1:30:06.240 --> 1:30:13.320]  air, whereas the, the retina five came back is to me like a new, a new era.
[1:30:13.320 --> 1:30:16.840]  The two things that are similar to me about those devices are that with the iPad air
[1:30:16.840 --> 1:30:21.760]  too, Apple started making their own GPUs in a like an antique first thought it was a six
[1:30:21.760 --> 1:30:27.200]  core, um, imagination, uh, chip, and they later realized that it was an eight core one,
[1:30:27.200 --> 1:30:29.880]  which it was totally theoretical until Apple made it.
[1:30:29.880 --> 1:30:31.080]  It wasn't just a design.
[1:30:31.080 --> 1:30:34.480]  They actually took the architecture and built their own custom GPU, and they've been doing
[1:30:34.480 --> 1:30:37.760]  CPU's for a couple of generations, like they had Swift and they had cyclone.
[1:30:37.760 --> 1:30:39.520]  Now they have cyclone too.
[1:30:39.520 --> 1:30:44.160]  But now they're doing the entire chip almost is, is in house at Apple.
[1:30:44.160 --> 1:30:48.640]  And then you look at the iMac and they made the timing controller for that.
[1:30:48.640 --> 1:30:53.040]  They made five K possible in that computer when Intel has not yet shipped Skylake or
[1:30:53.040 --> 1:30:54.360]  Thunderbolt three or anything.
[1:30:54.360 --> 1:30:58.640]  So they are, they're again, they're making more and more of the internals of their machines.
[1:30:58.640 --> 1:30:59.640]  Yeah.
[1:30:59.640 --> 1:31:03.760]  And that's interesting to me that they've done it for the iMac because they've, they've
[1:31:03.760 --> 1:31:09.960]  had this economy of scale with iOS devices because even as they've expanded the lineups
[1:31:09.960 --> 1:31:16.480]  and they've gone out of two iPhone sizes and, you know, there's two iPad sizes.
[1:31:16.480 --> 1:31:20.360]  And there are cellular and non cellular versions of the iPads.
[1:31:20.360 --> 1:31:24.360]  But for the most part, it's still at, in terms of what's actually new this year, it's
[1:31:24.360 --> 1:31:28.360]  a very limited number of SKUs, right?
[1:31:28.360 --> 1:31:34.160]  And, and they share a lot of stuff, you know, that the iPhone six and six plus are really,
[1:31:34.160 --> 1:31:38.400]  very, very, there's a slight difference in the camera where the, the six plus camera has
[1:31:38.400 --> 1:31:40.600]  optical image stabilization.
[1:31:40.600 --> 1:31:46.320]  So that's a different part, but it's the same A8 CPU and it's, you know, just the stuff
[1:31:46.320 --> 1:31:47.320]  that has to be different.
[1:31:47.320 --> 1:31:53.640]  It's different, you know, different display because it's different size and it's different
[1:31:53.640 --> 1:31:56.120]  pixels.
[1:31:56.120 --> 1:31:59.640]  But that they've, you know, they had this great economy of scale which lets them do these
[1:31:59.640 --> 1:32:04.600]  things like you're saying, like build their own systems on a chip and not share it with
[1:32:04.600 --> 1:32:07.360]  the rest of the, you know, have these things that aren't available to anybody else in
[1:32:07.360 --> 1:32:08.360]  the industry.
[1:32:08.360 --> 1:32:12.400]  It's interesting to me that they've done it with the iMac 2, which is clearly lower
[1:32:12.400 --> 1:32:13.400]  volume.
[1:32:13.400 --> 1:32:18.200]  I mean, without question, I mean, I think all iMacs together are just dropping the bucket
[1:32:18.200 --> 1:32:23.440]  volume wise compared to iPad or any iPhone or iPad model.
[1:32:23.440 --> 1:32:30.520]  But the retina one in particular, existing only at the top of the product, what do you
[1:32:30.520 --> 1:32:31.520]  call it?
[1:32:31.520 --> 1:32:32.520]  The product, the pyramid?
[1:32:32.520 --> 1:32:34.600]  Yeah, the pyramid, right?
[1:32:34.600 --> 1:32:38.280]  It's only the best option, the good and better ones are still non retina because of the
[1:32:38.280 --> 1:32:44.960]  retina display, you know, it's, it's this weird combination where it's, you know, in
[1:32:44.960 --> 1:32:50.840]  one sense, it's remarkably inexpensive because famously like Dell has a 5K display, didn't
[1:32:50.840 --> 1:32:52.120]  they come out of the 5K display?
[1:32:52.120 --> 1:32:57.240]  They, you know, they came out with a month or so ago, but it requires two display port connections.
[1:32:57.240 --> 1:33:00.960]  But it costs as much, it costs as much or more as the whole iMacs, right?
[1:33:00.960 --> 1:33:04.480]  So Dell came out with a 5K display where just the display and forget about where the
[1:33:04.480 --> 1:33:07.560]  you need, you know, how you're going to actually run it and that you need to display ports
[1:33:07.560 --> 1:33:09.240]  and all the, how are you going to get graphics cards?
[1:33:09.240 --> 1:33:11.400]  How are you going to get, how's everything going to work?
[1:33:11.400 --> 1:33:12.400]  Just forget about it.
[1:33:12.400 --> 1:33:17.760]  Just the display itself costs as much as the whole iMac, which includes a pretty killer
[1:33:17.760 --> 1:33:18.920]  computer.
[1:33:18.920 --> 1:33:19.920]  Yeah.
[1:33:19.920 --> 1:33:23.360]  And the crazy thing is Apple, if you asked me, you know, 10 years ago, you know, Apple's
[1:33:23.360 --> 1:33:24.360]  not a chip fab.
[1:33:24.360 --> 1:33:25.360]  They're not an Intel.
[1:33:25.360 --> 1:33:26.360]  They're not a TMCH.
[1:33:26.360 --> 1:33:28.920]  They're not anyone of these companies and they got to 64 bit first.
[1:33:28.920 --> 1:33:33.000]  And now they're, they're making chips that are just pushing the industry forward and they're
[1:33:33.000 --> 1:33:38.120]  not a peripheral maker, but they're with the original IPS iMac and now with the 5K iMac.
[1:33:38.120 --> 1:33:39.120]  They're making displays.
[1:33:39.120 --> 1:33:41.640]  That's just pushing the industry forward.
[1:33:41.640 --> 1:33:46.120]  The, the iPad Air 2 is so overpowered that you could arguably say, you know, guys, relax,
[1:33:46.120 --> 1:33:47.120]  stop.
[1:33:47.120 --> 1:33:50.360]  But instead of that, Apple's just saying, run, get as far ahead as fast as you can and just
[1:33:50.360 --> 1:33:54.320]  keep going, just push the state of this technology because it will filter down and we will
[1:33:54.320 --> 1:33:56.960]  figure out a way to make all this stuff super, super important.
[1:33:56.960 --> 1:33:59.080]  And to do things that nobody else can do.
[1:33:59.080 --> 1:34:07.120]  Yeah, and it's, it's turning the industry's model on its head where from the outset, from
[1:34:07.120 --> 1:34:13.920]  the very beginning of personal computing through recently, the model was that it's, you
[1:34:13.920 --> 1:34:21.240]  know, this commodity market where you buy CPUs from Intel, you buy graphics cards from
[1:34:21.240 --> 1:34:28.400]  and video or, you know, whoever else, Radeon, I guess, you know, but there'd be graphics
[1:34:28.400 --> 1:34:29.400]  companies.
[1:34:29.400 --> 1:34:35.240]  There'd be memory makers, you know, there'd be hard drive makers and you would just put
[1:34:35.240 --> 1:34:38.560]  all the, you know, if you wanted to make a computer, you'd pick and choose to get this
[1:34:38.560 --> 1:34:39.560]  salad bar.
[1:34:39.560 --> 1:34:40.560]  Right.
[1:34:40.560 --> 1:34:44.320]  I guess, yeah, it's totally like a salad bar, but everybody else could get them too.
[1:34:44.320 --> 1:34:49.160]  And you could make deals, and depending on your volume, I'm sure, you know, Dell and HP,
[1:34:49.160 --> 1:34:54.800]  as higher volume vendors would have some sort of leverage and priority versus, you know,
[1:34:54.800 --> 1:35:03.360]  a smaller by market share, PC maker, you know, but it was the, what you were possible,
[1:35:03.360 --> 1:35:08.760]  what was possible to do, though, was limited by these specialists.
[1:35:08.760 --> 1:35:16.240]  So if you wanted to drive a 5K display, you were limited unless you could get somebody
[1:35:16.240 --> 1:35:20.920]  out, you know, that less the state of the art in the graphics industry was a graphics card
[1:35:20.920 --> 1:35:28.960]  that could push that many pixels and a connector that could carry them, whereas Apple
[1:35:28.960 --> 1:35:32.680]  has started turning things like that on its head and it doesn't matter if the industry
[1:35:32.680 --> 1:35:33.680]  can't do it yet.
[1:35:33.680 --> 1:35:38.680]  The state of the art in the industry, they just made their own and made it work.
[1:35:38.680 --> 1:35:42.040]  And it's not available to anybody else.
[1:35:42.040 --> 1:35:45.160]  That's the, in like you said, like to do things that other people can't do.
[1:35:45.160 --> 1:35:46.160]  Yeah.
[1:35:46.160 --> 1:35:49.480]  Well, it goes back to your only Apple piece from WBC.
[1:35:49.480 --> 1:35:53.520]  Yeah, I think it's, you know, probably the best piece I wrote this year.
[1:35:53.520 --> 1:35:57.920]  I think it's the only one that, or at least the one that has the most stained value, even
[1:35:57.920 --> 1:36:01.480]  low these many months later, I think it's, it's, if anything, I underplayed it.
[1:36:01.480 --> 1:36:02.480]  Yeah.
[1:36:02.480 --> 1:36:03.480]  And I think it's true.
[1:36:03.480 --> 1:36:06.000]  And I think when we like next year, we already mentioned maybe there's a bigger iPad,
[1:36:06.000 --> 1:36:10.240]  but maybe there's software and services that go along with that and having two gigs and
[1:36:10.240 --> 1:36:15.440]  having an octa cord GPU makes a lot more sense, you know, next year than it makes this year.
[1:36:15.440 --> 1:36:19.120]  But it allows people who buy the brand new iPad Air this year to not feel left behind
[1:36:19.120 --> 1:36:22.080]  when the newer devices or newer software ships.
[1:36:22.080 --> 1:36:27.680]  And I, and I still keep thinking about 64 bit for mobile and, you know, nobody else has
[1:36:27.680 --> 1:36:28.680]  it yet.
[1:36:28.680 --> 1:36:31.880]  I mean, there's some chips that are possible capable of it out for Android, but it certainly
[1:36:31.880 --> 1:36:33.120]  is far from mainstream.
[1:36:33.120 --> 1:36:34.120]  Yeah.
[1:36:34.120 --> 1:36:36.960]  The Nexus 9, I think, ship with it just because they, they decided they had to have,
[1:36:36.960 --> 1:36:40.360]  they couldn't wait any longer to get 64 bit out the door.
[1:36:40.360 --> 1:36:43.280]  But it's not, it's not an arm, it's Intel, right?
[1:36:43.280 --> 1:36:47.680]  It's the Nexus 9, I think is X84, X86.
[1:36:47.680 --> 1:36:51.400]  I think, no, I think it's Qualcomm, but I'd have to double check.
[1:36:51.400 --> 1:36:52.400]  I don't know.
[1:36:52.400 --> 1:36:54.520]  But either way though, it certainly isn't like a mainstream thing.
[1:36:54.520 --> 1:36:58.160]  But to me, it's, it's 64 bit came out and people complained, oh, there's no four gigabytes
[1:36:58.160 --> 1:36:59.600]  of memory apples just wasting it.
[1:36:59.600 --> 1:37:03.040]  But it turns out that the ARM V8 instruction set was so much better.
[1:37:03.040 --> 1:37:06.520]  And the security that they could use enabled all the touch ID stuff, there was just so
[1:37:06.520 --> 1:37:11.360]  many other things about building that chipset that 64 bit was almost a bonus for them.
[1:37:11.360 --> 1:37:15.680]  The same way three cores on the iPhone six is almost a bonus and eight cores on the
[1:37:15.680 --> 1:37:16.680]  iPad Air too.
[1:37:16.680 --> 1:37:17.680]  They're doing it because they can.
[1:37:17.680 --> 1:37:18.680]  There's no reason not to.
[1:37:18.680 --> 1:37:20.080]  So why shouldn't we do it?
[1:37:20.080 --> 1:37:21.080]  Right.
[1:37:21.080 --> 1:37:24.920]  It just goes hand in hand with the new instruction set, which is really where the performance
