[00:00.000 --> 00:01.440]  Hello
[01:47:18.820 --> 01:47:24.820]  and they could like take a piece of paper of a magazine with their picture and their name on it and say look mom
[01:47:24.820 --> 01:47:31.820]  look grandpa I wrote a thing in a magazine and it was like validation in a way because it was understandable
[01:47:31.820 --> 01:47:42.820]  and not something that people you knew got to do unless they were very special and I feel like watching Adam on a TV is a little bit like that too
[01:47:42.820 --> 01:47:47.820]  it's like wow that's the real television this isn't this internet crap that we do that's the real TV
[01:47:47.820 --> 01:47:54.820]  exactly I just hope that Adam doesn't come to the same end that Tommy did
[01:47:54.820 --> 01:47:57.820]  you mean oh no
[01:47:57.820 --> 01:47:58.820]  spoiler
[01:47:58.820 --> 01:47:59.820]  yeah sorry
[01:47:59.820 --> 01:48:02.820]  I'll tell you what anybody out there who hasn't watched good culture
[01:48:02.820 --> 01:48:04.820]  what is wrong with you go do that immediately
[01:48:04.820 --> 01:48:14.820]  and then go listen to Syracuse's four and a half hour discussion of it which I don't I'm not I'm laughing just because it's it's good not because it's
[01:48:14.820 --> 01:48:22.820]  oh no I have a I'm hoping I do this before somebody else gets it but I want to do an incomparable with Syracuse about the Godfather
[01:48:22.820 --> 01:48:26.820]  oh man don't you got it that'd be like if Goodfellas was
[01:48:26.820 --> 01:48:28.820]  I know 84 hours
[01:48:28.820 --> 01:48:39.820]  80 part episode about Godfather someday I'll do that because I love that we you know incomparable is so so much about like sci-fi stuff more more than anything else
[01:48:39.820 --> 01:48:48.820]  but I do want to do more classic movie stuff and that's one that I mean I would love to do Goodfellas but I feel like it's kind of it's been done
[01:48:48.820 --> 01:48:57.820]  I would not want to just rehash that same conversation that John and Dan had that's one of my favorite movies of all time but Godfather I'd love to I'd love to do that too because that's a classic too
[01:48:57.820 --> 01:49:10.820]  all right all right I have one more break to make and I got to talk to you about Backblaze I feel like this show is loaded up with the all stars of Tearing Fireball and the talk show sponsorships
[01:49:10.820 --> 01:49:22.820]  these guys have been with this show for as long as I've been doing it fantastic app and service it's online unlimited unthrottled backup for your Mac
[01:49:22.820 --> 01:49:39.820]  you go to backblaze.com you download their free app install it on your Mac puts a thing in your system preferences it's written by former Apple engineers this is seriously good
[01:49:39.820 --> 01:49:49.820]  good software on the Mac there's PC version two runs native this isn't some kind of cross platform you know crap like we were talking about before this is really good stuff
[01:49:49.820 --> 01:50:02.820]  you install it what happens then everything on your Mac starts getting backed up to your Backblaze account online in the cloud they have over 150 petabytes of data backed up
[01:50:02.820 --> 01:50:10.820]  doesn't matter how much stuff you've got doesn't matter if you've got a terabyte of stuff or if you've got four terabytes of stuff and you've got an external hard drive in addition to your internal hard drive
[01:50:10.820 --> 01:50:25.820]  it all gets backed up now is there any kind of magic that makes it all get backed up immediately no definitely not so the more stuff you have the longer it's going to take to do it you get a 30 day free trial should be long enough with any kind of modern internet connection to get the whole thing backed up by the end of the free trial
[01:50:25.820 --> 01:50:44.820]  after that what happens well of course everything gets backed up incrementally after that so one file changes that file gets backed up you've got nice controls you can pause it you can throttle the amount of bandwidth that will use if you need to do something else like record a podcast and you're just signed up
[01:50:44.820 --> 01:50:56.820]  but seriously once you have it installed you never notice it it just runs it's no hassle never just does exactly what you think it should do which is just silently backup everything to the cloud
[01:50:56.820 --> 01:51:10.820]  how can you access it after that you could do it almost any way you could imagine you just need one file login find that file it's all organized the same way the hierarchy is on your computer find the file download it right there
[01:51:10.820 --> 01:51:25.820]  25% of all restores from backplace customers are just one file that's it you can and you can do that from your iOS device they have an app you can log in with that get a file from your iOS device when you're on vacation or traveling or whatever and email it to someone
[01:51:25.820 --> 01:51:31.820]  so it's a great way it's not even just backup it's a great way to just remotely access the stuff on your Mac from anywhere.
[01:51:31.820 --> 01:51:42.820]  Let's say catastrophe hits your hard drive shits the bed. All you have to do is you could just get everything if you want to download you can download it's going to take a while.
[01:51:42.820 --> 01:51:47.820]  What you could do is just buy it on a USB hard drive they sell the USB hard drives at cost.
[01:51:47.820 --> 01:51:55.820]  And then they'll you could get a FedEx to you the next day, here comes a USB hard drive has everything that you've needed on it.
[01:51:55.820 --> 01:52:08.820]  Really, really great stuff. It really isn't just for disasters but having an offline backup like backblaze out of your house somewhere, just in case some kind of catastrophe doesn't just hit your computer but hits your home.
[01:52:08.820 --> 01:52:17.820]  Just cannot give I can't tell you the peace of mind that you have when you know that everything on your computer is backed up somewhere outside your house.
[01:52:17.820 --> 01:52:33.820]  No add ons no gimmicks no additional charges no upsells or anything like that you just pay five bucks per computer per month for unlimited on throttle backup five bucks a month, and you will sleep like a baby knowing that your stuff is backed up.
[01:52:33.820 --> 01:52:46.820]  So you get no no credit card required just go to backblaze.com and the code is during fireball I think you go to backblaze.com slash during fireball and then I'll know you came from here right away right from the beginning.
[01:52:46.820 --> 01:52:53.820]  So my thanks to back please go sign up at backblaze.com slash during fireball.
[01:52:53.820 --> 01:52:58.820]  So the last thing I want to talk about Jason is this thing that came up, I don't even know how it started.
[01:52:58.820 --> 01:53:13.820]  But everybody it's like this month has been talking about how advertising on the web has made things slow. And it's, it's, it's this weird catch 22 that a lot of sites have gotten caught in.
[01:53:13.820 --> 01:53:26.820]  I wrote about I'm more on during fireball just as an example of a site that I love, I linked to all the time. I know a whole bunch of the people who weren't there I maybe I know everybody who works there.
[01:53:26.820 --> 01:53:39.820]  A great of the staff sites that cover I don't have the phrase I use I couldn't think of a better term. But of the sites with like a payroll and a staff that that cover Apple I think right now they're they're the top of the heap.
[01:53:39.820 --> 01:53:56.820]  Really do like them, and I really think that they they love their readers and want to do right by them. And they have a website that is really heavy with trackers ad trackers and with a lot of video content and cut, you know, four or five megabytes to download just a regular
[01:53:56.820 --> 01:54:14.820]  article 56700 words. And it's more than just the time it takes to download that if you're on a slow connection, or something like that it's the fact that the some of these trackers run execute for over a minute, doing, who knows what the hell they do on JavaScript,
[01:54:14.820 --> 01:54:28.820]  which hurts the performance of of your battery, you know, and three for literally I mean I don't even think I'm exaggerating three or 400 HTTP calls for separate resources on the page.
[01:54:28.820 --> 01:54:38.820]  And it sounds like well they should just switch to different ads but it's really is sort of a catch 22 where that's the way for the sort of revenue you need to run a site with a staff like that.
[01:54:38.820 --> 01:54:52.820]  And the way to do it is through advert you know these existing ad networks and the way the ad networks work is exactly what you see I'm more is not outside the bounds of, of these sort of sites in fact I would I would guess I haven't done this but I would
[01:54:52.820 --> 01:55:01.820]  guess that if you went around and went to all the sites that have you know your mashables and the verge and in gadget.
[01:55:01.820 --> 01:55:14.820]  Anybody would weigh the macro pages because they've just got to be enormous. They, they have to be Mac world and IDG I mean and you know this, I mean I can't let it go but I mean Mac world had a feature, you know, it still does I guess we're an auto
[01:55:14.820 --> 01:55:28.820]  video on page loads, which I'm guessing wasn't popular with the staff. No, I mean that was the number one thing that the staff, I think, I think it's still not popular with the, with the remaining staff but certainly everybody who was there back, you know,
[01:55:28.820 --> 01:55:40.820]  a year ago, that was the number one. I fought to get that turned off for like six months and I finally got turned off and then they replaced the guy who was in charge of the company with a new guy who immediately turned it back on.
[01:55:40.820 --> 01:55:43.820]  Yeah.
[01:55:43.820 --> 01:55:58.820]  It's, you know, it and bet Thompson I would guess among anybody, you know, who doesn't have a site that does this. So he's sure know it. Ben Thompson at Stratecary. Yeah, he got, he changed the pronunciation. It's just your tech right now.
[01:55:58.820 --> 01:56:17.820]  Well, I'm going to stick with Stratecary. Ben Thompson of Stratecary has made the case, you know, eloquently, you know, that this is the business dynamics that, you know, this is the corner that the industry has painted itself into. This is the only source of advertising that can generate the sort of revenue that they need to do this.
[01:56:17.820 --> 01:56:36.820]  How did we get here? Right? It's, it's, uh, yeah, it's, it's, uh, you know, we, so my boss for a long time at IDG for like most of the last couple of years I was there. IDG has an ad network. So he, and he was in charge of it. And then he was put in charge of our company, our consumer group.
