[00:00.480 --> 00:01.920]  You were at CES.
[01:29:39.980 --> 01:29:44.980]  this S success phones being so fast and also the 3d touch shortcuts,
[01:29:44.980 --> 01:29:48.860]  like it's now, you know, when the watch launched,
[01:29:48.900 --> 01:29:52.660]  to me it was really helpful to be able to quickly access something without
[01:29:52.660 --> 01:29:56.380]  reaching in my pocket and taking out this giant phone. Um,
[01:29:56.420 --> 01:30:00.820]  but now the phone is so fast that, and the touch ID, uh,
[01:30:01.340 --> 01:30:04.340]  unlock is so fast that it actually is faster now again,
[01:30:04.340 --> 01:30:08.420]  to take my phone out then to try to get anything done on the watch.
[01:30:08.540 --> 01:30:11.740]  Right. It's just, it's just, and that doesn't mean that the, you know,
[01:30:11.740 --> 01:30:13.380]  that the watch as a whole is a failure,
[01:30:13.380 --> 01:30:18.380]  but I feel like what this first watch was good and interesting for is just the
[01:30:18.900 --> 01:30:21.540]  ambient stuff, you know, the tracking, the health, you know,
[01:30:21.580 --> 01:30:25.740]  tracking your stuff, doing the workouts and whatever you can figure to be shown
[01:30:25.740 --> 01:30:29.700]  at a glance on your, you know, without even doing anything is,
[01:30:30.340 --> 01:30:32.340]  you know, and that's enough, that's enough to make it a product.
[01:30:32.340 --> 01:30:34.180]  I think that the idea that they had to make,
[01:30:34.220 --> 01:30:36.900]  you had to have apps and their first one was wrong.
[01:30:36.900 --> 01:30:41.420]  And I think it's kind of funny because they famously had no apps on the first
[01:30:41.420 --> 01:30:45.420]  iPhone and it turns out that the phone was absolutely, you know,
[01:30:45.460 --> 01:30:50.460]  probably the best platform for quote unquote apps that mankind has ever created.
[01:30:50.660 --> 01:30:54.660]  It's like the pinnacle of apps as the central premise of how you're going to use
[01:30:54.660 --> 01:30:57.380]  a device. Um, didn't even have it at first.
[01:30:57.380 --> 01:30:59.500]  So if the, if the phone could get away without it at first,
[01:30:59.500 --> 01:31:01.700]  I don't see why the watch couldn't have. And I think in hindsight,
[01:31:01.700 --> 01:31:05.340]  the watch should have, yeah, I wrote kind of a,
[01:31:05.500 --> 01:31:09.740]  whatever it was like seven month review, uh, about a month ago now.
[01:31:09.740 --> 01:31:12.020]  And that was, you know, similar. I mean,
[01:31:12.020 --> 01:31:16.820]  my high level conclusion was I still use it every day and I still really like it
[01:31:16.820 --> 01:31:18.180]  a lot, but I haven't,
[01:31:18.220 --> 01:31:21.860]  I'm not using it for any new things than I was at the beginning. Um,
[01:31:22.100 --> 01:31:25.140]  I'm still basically using it for the same things as I did when I started.
[01:31:25.140 --> 01:31:25.780]  So in that way,
[01:31:25.780 --> 01:31:30.020]  it felt stalled in the sense that we were promised this kind of unlimited
[01:31:30.020 --> 01:31:34.220]  platform and no one's really taking advantage of it. Um,
[01:31:34.460 --> 01:31:37.900]  whereas in reality, like I'm very happy with the things that it does well,
[01:31:37.900 --> 01:31:41.260]  the fitness tracking, the, um, you know, so again,
[01:31:41.260 --> 01:31:45.060]  I'm always surprised how useful it is to have the time in front of me, uh,
[01:31:45.100 --> 01:31:49.220]  especially with my phone now being so unwieldy, uh,
[01:31:49.420 --> 01:31:54.220]  and, um, you know, and, and a few very other basic things. So I'm sure that
[01:31:54.940 --> 01:31:56.180]  I've enjoyed that from other people too.
[01:31:56.180 --> 01:32:00.780]  I know Marco was saying on his podcast either the last episode or the last one I
[01:32:00.780 --> 01:32:02.860]  listened to where he's like for Christmas,
[01:32:02.860 --> 01:32:05.660]  got a mechanical watch because he's, you know,
[01:32:05.660 --> 01:32:08.300]  he's, you know, he never wore a watch in his entire life,
[01:32:08.340 --> 01:32:10.780]  but just the convenience of having the time on your wrist.
[01:32:10.820 --> 01:32:14.420]  It turns out that's actually pretty cool. Yeah. All of us like me,
[01:32:14.420 --> 01:32:16.260]  we've been wearing watches my whole life. It's like, come on, we've,
[01:32:18.180 --> 01:32:21.180]  why did you have to be told this? I know. I had a, you know, I had,
[01:32:21.180 --> 01:32:24.540]  I was the kid with the nerd watch in school with the calculator,
[01:32:24.540 --> 01:32:28.180]  Cassie or whatever, but I forgot, I forgot all about that. Honestly,
[01:32:28.180 --> 01:32:30.620]  like the temperature is cool to have. Yeah.
[01:32:30.660 --> 01:32:34.580]  That's the one thing when I wear my, my traditional watch, my regular watch, uh,
[01:32:34.580 --> 01:32:39.580]  the one thing that I miss every single day is that I expect to be able to look
[01:32:40.220 --> 01:32:44.900]  at my wrist and see what the temperature is outside. Yeah. And every time it,
[01:32:45.140 --> 01:32:48.100]  it's always, it's, I mean, it's, it's,
[01:32:48.860 --> 01:32:52.740]  it's uncanny how I could go days without wearing my Apple watch and I still,
[01:32:52.740 --> 01:32:55.300]  as I'm heading out the door and deciding which coat to put on,
[01:32:55.340 --> 01:32:59.940]  I look at my wrist and I'm like, Oh, it's not going to help. Yeah. Are you, uh,
[01:32:59.940 --> 01:33:03.500]  are you Apple paying with it? Yeah, I do. When I have it on, I Apple pay.
[01:33:03.500 --> 01:33:05.820]  And that's another thing too is cause, uh,
[01:33:06.060 --> 01:33:10.500]  the supermarket where we go is a whole foods and they take Apple pay and I
[01:33:10.500 --> 01:33:12.140]  instantly, every single time I,
[01:33:12.460 --> 01:33:15.260]  whether I'm wearing my Apple watch or not Apple watch, I,
[01:33:15.700 --> 01:33:19.460]  I put my wrist up to the kiosk. Nice.
[01:33:21.420 --> 01:33:25.420]  Uh, yeah, I do. I mean, I almost every day I do that. So it is,
[01:33:25.420 --> 01:33:29.300]  I find in, I thought, so I thought it would be true back in may when I first
[01:33:29.300 --> 01:33:30.860]  got it and it turns out it's very true.
[01:33:30.860 --> 01:33:35.860]  It is terrific in the East coast winter to have an Apple pay thing that you
[01:33:35.940 --> 01:33:39.900]  don't have to fish out of your pocket when you're wearing a coat and layers of
[01:33:39.900 --> 01:33:41.900]  clothing and stuff, gloves too. Right.
[01:33:42.220 --> 01:33:44.300]  And actually you can go straight through the sleeve.
[01:33:44.300 --> 01:33:47.980]  You don't even need to roll up your sleeve.
[01:33:47.980 --> 01:33:52.020]  You just double click on that button and the NFC will go right through your
[01:33:52.020 --> 01:33:56.100]  shirt. Yeah, it is interesting. I'll tell you one thing too,
[01:33:56.100 --> 01:34:01.100]  is I never use the single click on that contact thing to contact people only by
[01:34:01.740 --> 01:34:05.340]  accident. Right. And so I really feel like in hindsight,
[01:34:05.340 --> 01:34:06.300]  they got that wrong.
[01:34:06.300 --> 01:34:09.700]  Like single click should have an Apple pay and double click should have been
[01:34:10.100 --> 01:34:11.380]  jumped to context shortcuts,
[01:34:11.380 --> 01:34:14.100]  at least for me personally because when I do want to contact somebody,
[01:34:14.100 --> 01:34:18.620]  like if I want to text my son, I'll do it via Siri.
[01:34:18.700 --> 01:34:23.260]  I'll, I'll long press the other thing and just say text Jonas,
[01:34:23.300 --> 01:34:24.660]  whatever it is I want to text him.
[01:34:24.660 --> 01:34:27.980]  Cause you have to dictate the text anyway.
[01:34:28.300 --> 01:34:32.700]  So why not just initiate the contact from the voice too?
[01:34:33.460 --> 01:34:34.300]  It seems,
[01:34:34.300 --> 01:34:37.900]  I assume they probably thought people would be doing the drawings and the touch
[01:34:37.900 --> 01:34:42.140]  stuff more than they do. Like I haven't done that stuff in months. No.
[01:34:42.140 --> 01:34:46.300]  Only when somebody gets a new Apple watch. Yeah. Right. In hindsight,
[01:34:46.580 --> 01:34:49.700]  it's just one of those things where, and I kind of, it makes me a little worried,
[01:34:49.860 --> 01:34:52.220]  you know, it's a worrisome product in some ways about Apple.
[01:34:52.220 --> 01:34:56.100]  Cause it makes me wonder what, what made them think while they were using it
[01:34:56.100 --> 01:34:57.740]  themselves, that this would be useful.
[01:34:57.820 --> 01:35:02.820]  Like it just seems to me that if they spent as much time thinking about it as I
[01:35:03.140 --> 01:35:05.540]  have in the first six months while I wore it,
[01:35:05.580 --> 01:35:09.260]  why didn't they come to the same conclusions I did? Like, I mean,
[01:35:09.260 --> 01:35:13.260]  that's a good, the whole idea. It was a great idea. I was very intrigued by it.
[01:35:13.820 --> 01:35:14.300]  You know, the,
[01:35:14.300 --> 01:35:18.260]  the idea that you would have these favorite people and one touch away from just
[01:35:18.260 --> 01:35:21.340]  sending, you know, your heartbeat or whatever fabulous idea.
[01:35:21.340 --> 01:35:24.580]  But then I feel like once you actually have it on your wrist and you can do it,
[01:35:24.620 --> 01:35:27.220]  it turns out it doesn't, it doesn't really stick.
[01:35:28.260 --> 01:35:32.220]  I think that it's going to be some of the most interesting things are going to
[01:35:32.220 --> 01:35:36.220]  be what they change based on what they've now learned from, you know,
[01:35:36.220 --> 01:35:38.660]  millions of people using this thing. Um,
[01:35:39.060 --> 01:35:40.940]  and that's the software as well as the hardware.
[01:35:40.980 --> 01:35:44.780]  I think we've already seen they realizing that, uh,
[01:35:44.820 --> 01:35:49.340]  the sport is kind of the, is the main watch. So, yeah. Um,
[01:35:49.340 --> 01:35:52.180]  there's more colors now. We'll see what else changes with that,
[01:35:52.180 --> 01:35:55.980]  but the software changes. Yeah. I know what you said. It was like the best one.
[01:35:56.020 --> 01:35:57.180]  Yeah. I think it's the best one.
[01:35:57.220 --> 01:35:59.620]  And I think all of the worrying that people did,
[01:35:59.660 --> 01:36:02.740]  I think this is to me one of the most interesting things about it is all the
[01:36:02.740 --> 01:36:03.780]  worrying people did that,
[01:36:04.180 --> 01:36:07.620]  that the common person is going to get short changed and gets this cruddy
[01:36:07.940 --> 01:36:09.780]  aluminum one. And people,
[01:36:09.820 --> 01:36:12.980]  it's only rich people who can afford a thousand dollar stainless steel one who
[01:36:12.980 --> 01:36:14.980]  are going to get the nice one. It's actually the other way around.
[01:36:14.980 --> 01:36:17.980]  The people who bought the $400 sport one got the best watch.
[01:36:17.980 --> 01:36:22.540]  I really do believe that. Yeah. I love mine. And so I,
[01:36:22.540 --> 01:36:26.500]  I'm just super curious to see what, uh, what they change.
[01:36:27.300 --> 01:36:31.860]  Software wise too. Yeah. Yeah, I am too. I'm I've, and I don't,
[01:36:32.340 --> 01:36:36.620]  one of the, the software group has really gotten good at keeping a lid, you know,
[01:36:37.060 --> 01:36:39.060]  not much leaks out of Apple software these days.
[01:36:39.060 --> 01:36:42.900]  So I think we're in for a surprise. I don't think that, you know, who knows?
[01:36:42.900 --> 01:36:46.740]  I mean, you never know what Mark Gurman is going to figure out, but yeah. Uh,
[01:36:46.740 --> 01:36:49.460]  uh, I don't know. I think there's a good chance that we'll be surprised.
[01:36:49.460 --> 01:36:53.540]  So any guesses we have are actually real guesses. I, if I,
[01:36:53.540 --> 01:36:55.740]  you asked me right now, what do I think they're going to do?
[01:36:55.740 --> 01:37:00.740]  I'm going to guess a lot of health and sensor related improvements.
[01:37:01.540 --> 01:37:06.140]  And this one might be more of a me just wishful thinking, but I really,
[01:37:06.140 --> 01:37:11.140]  really, really would like to see them do something a lot smarter with where the
[01:37:11.140 --> 01:37:15.140]  aggregate health data is, you know,
[01:37:15.940 --> 01:37:20.940]  making health center more of a here's everything that we know about you type
[01:37:20.940 --> 01:37:22.180]  thing. Like to me,
[01:37:22.180 --> 01:37:27.180]  it's way too separated with the activities is just for the watch stuff and not
[01:37:27.820 --> 01:37:31.580]  you and you know what I mean? Right. And you know,
[01:37:31.580 --> 01:37:33.180]  I have six months or, well,
[01:37:33.180 --> 01:37:38.180]  I have eight months of aggregated fitness tracking. Like, okay,
[01:37:38.180 --> 01:37:43.180]  what, what higher level trends can you tell me? Um, you know, uh,
[01:37:43.340 --> 01:37:47.340]  okay. When you, I don't know, when you work out on the weekend,
[01:37:47.340 --> 01:37:50.340]  you do something better during the week. I don't, I don't know.
[01:37:50.340 --> 01:37:54.740]  Just like give me some more other than that page of all the rings,
[01:37:54.780 --> 01:37:58.340]  which is kind of cool, but was cool. You know,
