[00:00.000 --> 00:03.000]  Hello there. Hello.
[1:29:48.000 --> 1:29:50.000]  And you go to the website and it's terrible.
[1:29:50.000 --> 1:29:54.000]  What you can do is you go to hover and you sign up at hover.
[1:29:54.000 --> 1:29:59.000]  And you just give them your information for the places where you have your domain names registered.
[1:29:59.000 --> 1:30:02.000]  And they'll take care of everything in terms of moving them over.
[1:30:02.000 --> 1:30:07.000]  And even if you haven't hooked up and they're in use and you have it pointed to a silly,
[1:30:07.000 --> 1:30:11.000]  you know, single purpose website where you're making a joke for one of your friends or something like that.
[1:30:11.000 --> 1:30:15.000]  It's not just moving the domain name into your name and putting it at hover.
[1:30:15.000 --> 1:30:20.000]  They'll take care of everything with updating DNS and getting it all pointed the right way so that everything is just seamless.
[1:30:20.000 --> 1:30:24.000]  And then when the DNS updates, all of a sudden your domains are registered at hover.
[1:30:24.000 --> 1:30:26.000]  And all of your sites just keep working.
[1:30:26.000 --> 1:30:32.000]  And these guys that they know this, like I every time I have to do anything related to DNS,
[1:30:32.000 --> 1:30:36.000]  I panic because it's so easy to screw up.
[1:30:36.000 --> 1:30:39.000]  Because I don't deal with it on a regular basis.
[1:30:39.000 --> 1:30:43.000]  Whereas that's all hover does is deal with domain names.
[1:30:43.000 --> 1:30:46.000]  Amazing, amazing stuff.
[1:30:46.000 --> 1:30:48.000]  And here's the best thing you do.
[1:30:48.000 --> 1:30:52.000]  If you can find somebody, find one of your friends who has domains at hover.
[1:30:52.000 --> 1:30:57.000]  They will tell you, they'll say you're not if you don't move over because it's that good.
[1:30:57.000 --> 1:31:00.000]  I have 15 domains at hover now.
[1:31:00.000 --> 1:31:02.000]  Am I having a problem?
[1:31:02.000 --> 1:31:04.000]  How many of them it actually is?
[1:31:04.000 --> 1:31:08.000]  Well, if you can't read, I have a lot of them redirecting where you buy one.
[1:31:08.000 --> 1:31:13.000]  But I could get the.co and I could get this alternate spelling and I could have them all redirect and all of that.
[1:31:13.000 --> 1:31:17.000]  And a couple that, like you said, are the jokes where it's like, oh, how could I not?
[1:31:17.000 --> 1:31:22.000]  We did this in a 200th episode of the incomparable a guy said that wrote in.
[1:31:22.000 --> 1:31:24.000]  He said we hit him in the butter zone.
[1:31:24.000 --> 1:31:26.000]  And we just started laughing.
[1:31:26.000 --> 1:31:29.000]  And we went with that joke for a long time.
[1:31:29.000 --> 1:31:32.000]  And I realized I could register the butter dot zone.
[1:31:32.000 --> 1:31:34.000]  Right.
[1:31:34.000 --> 1:31:36.000]  So I did.
[1:31:36.000 --> 1:31:40.000]  See, that's what you can do now with these wacky new top level domains.
[1:31:40.000 --> 1:31:44.000]  Instead of going to butterzone.com, now the entire domain is part of the joke.
[1:31:44.000 --> 1:31:47.000]  And there's no superfluous non joke part of the domain name.
[1:31:47.000 --> 1:31:49.000]  No, it's 100% pure stupid joke.
[1:31:49.000 --> 1:31:51.000]  Oh, and they've got all those.
[1:31:51.000 --> 1:31:55.000]  And they're totally on board that I probably should mention that.
[1:31:55.000 --> 1:32:00.000]  With all these goofy new top level domains, you can do that.
[1:32:00.000 --> 1:32:05.000]  And I think that I think there's a Marco dot coffee that everybody should check out.
[1:32:05.000 --> 1:32:09.000]  Probably registered through hover, all sorts of stuff like that.
[1:32:09.000 --> 1:32:10.000]  Use this code.
[1:32:10.000 --> 1:32:11.000]  Here's the code for the month.
[1:32:11.000 --> 1:32:13.000]  It's a chowder.
[1:32:13.000 --> 1:32:15.000]  C-H-O-W-D-E-R.
[1:32:15.000 --> 1:32:18.000]  That's their in joke for daring fireball readers.
[1:32:18.000 --> 1:32:21.000]  And go to hover.com and find out more.
[1:32:21.000 --> 1:32:26.000]  My thanks to Oliver.
[1:32:26.000 --> 1:32:30.000]  So I would smoke so much smoke where there's fire.
[1:32:30.000 --> 1:32:33.000]  The thing with two iPhones, 4.7 and 5.5 inches.
[1:32:33.000 --> 1:32:36.000]  And there's still a lot of people out there who are skeptical of it.
[1:32:36.000 --> 1:32:38.000]  I don't know for a fact anything.
[1:32:38.000 --> 1:32:39.000]  Nobody tells me anything.
[1:32:39.000 --> 1:32:43.000]  I'm telling you it's got to be true because somebody would have leaked.
[1:32:43.000 --> 1:32:47.000]  Don't don't expect a 5.5 inch iPhone by now if there wasn't one coming.
[1:32:47.000 --> 1:32:48.000]  I agree.
[1:32:48.000 --> 1:32:49.000]  There's too much.
[1:32:49.000 --> 1:32:52.000]  It's like what we said about a couple of these topics earlier.
[1:32:52.000 --> 1:32:58.000]  Apple doesn't leak all this stuff, and they don't like that it leaks.
[1:32:58.000 --> 1:33:00.000]  But one thing Apple does do.
[1:33:00.000 --> 1:33:06.000]  And you know this, and I know this, and certainly like the times in the journal know this,
[1:33:06.000 --> 1:33:14.000]  is Apple does leak to manage expectations because they are in risk of being harmed
[1:33:14.000 --> 1:33:19.000]  if people go into an event expecting things that are totally not going to happen
[1:33:19.000 --> 1:33:21.000]  because then they'll be disappointed.
[1:33:21.000 --> 1:33:25.000]  So sometimes you will see these stories where it'll be like,
[1:33:25.000 --> 1:33:26.000]  look, they're not going to do this.
[1:33:26.000 --> 1:33:30.000]  Or what we saw was, look, it's probably not going to be out until next year.
[1:33:30.000 --> 1:33:33.000]  Just like, don't get your hopes up that it's going to ship next week.
[1:33:33.000 --> 1:33:35.000]  It's probably not going to be out until next year.
[1:33:35.000 --> 1:33:38.000]  And I feel like since they haven't said that, like you said, they haven't said no, no,
[1:33:38.000 --> 1:33:39.000]  there's no bigger iPhone.
[1:33:39.000 --> 1:33:44.000]  It's not going to happen that it's probably going to happen because they probably,
[1:33:44.000 --> 1:33:49.000]  the buzz is so large, probably somebody would have batted it down if it was totally untrue.
[1:33:49.000 --> 1:33:52.000]  Especially at this point, days before.
[1:33:52.000 --> 1:33:53.000]  Yeah.
[1:33:53.000 --> 1:33:58.000]  And that's why I think there's a bunch, you know, that does seem to be a spurt of stuff coming out.
[1:33:58.000 --> 1:34:02.000]  Like Brian X Chen, it might be the thing you're talking about.
[1:34:02.000 --> 1:34:08.000]  He had a piece in the New York Times yesterday, where among other things,
[1:34:08.000 --> 1:34:13.000]  he said that the new bigger iPhones have a one-handed mode,
[1:34:13.000 --> 1:34:18.000]  which is a thing I made fun of on the Samsung Galaxy Note a year ago,
[1:34:18.000 --> 1:34:23.000]  which was, you know, well, how did in the world do you use these giant phones
[1:34:23.000 --> 1:34:26.000]  when you're only holding it in one hand?
[1:34:26.000 --> 1:34:29.000]  And, you know, the Samsung Galaxy Note had a thing.
[1:34:29.000 --> 1:34:33.000]  I forget how you engaged it, but then all of a sudden it just put like the equivalent
[1:34:33.000 --> 1:34:39.000]  of like a regular four-inch phone in the lower right corner of the phone.
[1:34:39.000 --> 1:34:43.000]  And I presume you could also put it in the lower left if you're left-handed.
[1:34:43.000 --> 1:34:49.000]  But then it just, you know, and then all the other, there's like a big L-shaped letterboxing around it.
[1:34:49.000 --> 1:34:57.000]  I have no idea, Chen does not describe the one-handed mode of the new iPhone.
[1:34:57.000 --> 1:35:00.000]  But I would not be surprised at all if that's true,
[1:35:00.000 --> 1:35:07.000]  because 5.5-inch phones are ridiculous, as phones, as we know, you know.
[1:35:07.000 --> 1:35:14.000]  I've used the 5.5-inch or something very close to a 5.5-inch Nokia when I was build.
[1:35:14.000 --> 1:35:15.000]  I've said this before.
[1:35:15.000 --> 1:35:17.000]  It is a fascinating device.
[1:35:17.000 --> 1:35:20.000]  It is, you know, it seems very intriguing.
[1:35:20.000 --> 1:35:24.000]  I think an Apple iPhone that was that size will sell huge.
[1:35:24.000 --> 1:35:27.000]  I don't think a majority of people want that, though.
[1:35:27.000 --> 1:35:30.000]  I think the people who do are going to love it.
[1:35:30.000 --> 1:35:35.000]  But one thing, there's just no if-answer butts about it, you know, like when,
[1:35:35.000 --> 1:35:45.000]  when the iPhone grew from 3.5 to 4 inches, which was minimal change in size compared to what we're talking about with 5.5 inches.
[1:35:45.000 --> 1:35:53.000]  There was all sorts of stuff in the event talking about the features in the OS that help you so that, you know, yes, now it's harder to navigate,
[1:35:53.000 --> 1:35:57.000]  but we have this edge gesture where you can swipe back from the left to go back,
[1:35:57.000 --> 1:36:01.000]  so you don't have to hit that back button all the way up in the top corner.
[1:36:01.000 --> 1:36:07.000]  Like, there's no way to mitigate this with, you know, a little software tricks like that.
[1:36:07.000 --> 1:36:15.000]  If you have a 5.5-inch display on your phone, even if all of the surrounding area is minimized to the most possible degree,
[1:36:15.000 --> 1:36:18.000]  it's still too big to use in one hand.
[1:36:18.000 --> 1:36:22.000]  You have to hold it in one hand and use it in the other, and there's no way around it.
[1:36:22.000 --> 1:36:24.000]  For many people, that's not it.
[1:36:24.000 --> 1:36:27.000]  That's what I don't think it's a deal breaker.
[1:36:27.000 --> 1:36:29.000]  Obviously, if Apple's shipping it, they don't either.
[1:36:29.000 --> 1:36:32.000]  It doesn't mean they shouldn't build the device.
[1:36:32.000 --> 1:36:42.000]  It just means in the world of trade-offs, people are willing to have X, Y, and Z bigger video, games that are bigger,
[1:36:42.000 --> 1:36:49.000]  better battery life, which I want to come back to in a second, and they're willing to give up.
[1:36:49.000 --> 1:36:51.000]  I'm able to use the phone in one hand.
[1:36:51.000 --> 1:36:56.000]  Or, if Chen is right and there's a mode, they're willing to invoke what I think is good.
[1:36:56.000 --> 1:36:59.000]  Even if Apple does it, it's going to be silly.
[1:36:59.000 --> 1:37:02.000]  Sure, it's going to be like what direction are you tilted, and it's like,
[1:37:02.000 --> 1:37:06.000]  oh, now it's suddenly this app is smaller, and now you can reach the...
[1:37:06.000 --> 1:37:12.000]  Although, I don't know, I don't think about it from an iPad's perspective.
[1:37:12.000 --> 1:37:16.000]  I don't worry about not being able to use my iPad in one hand.
[1:37:16.000 --> 1:37:19.000]  Yeah, but you don't walk around the city with it.
[1:37:19.000 --> 1:37:21.000]  I know, but this is a big device.
[1:37:21.000 --> 1:37:25.000]  I get that there's more need for it than there is on an iPad,
[1:37:25.000 --> 1:37:28.000]  but I've got an iPad mini, and sometimes I think there is not...
[1:37:28.000 --> 1:37:33.000]  This is an interesting intersection between this very large iPhone and the very small iPad.
[1:37:33.000 --> 1:37:36.000]  Well, let me put it this way.
[1:37:36.000 --> 1:37:41.000]  If Brian Chen hadn't written that, I wouldn't have brought up a one-handed mode with you on this show.
[1:37:41.000 --> 1:37:47.000]  Because it's such a silly thing to me that it's such a silly notion to me that it wouldn't have even occurred to me.
[1:37:47.000 --> 1:37:49.000]  But he wrote it.
[1:37:49.000 --> 1:37:56.000]  He doesn't say he's seen it, but he says sources familiar with the matter say that it's going to have it.
[1:37:56.000 --> 1:38:00.000]  So, given that, and I'm not saying that means it's true,
[1:38:00.000 --> 1:38:04.000]  I'm just saying, you know, it's the New York Times and Brian X Chen.
[1:38:04.000 --> 1:38:12.000]  I mean, I have some issues with Brian X Chen, but his reporting when he says the source says X is excellent.
[1:38:12.000 --> 1:38:14.000]  It's typical times quality.
[1:38:14.000 --> 1:38:16.000]  So, like I said, it's not a done deal.
[1:38:16.000 --> 1:38:20.000]  I'm sure there's some kind of wiggle room out where it could be something else entirely.
[1:38:20.000 --> 1:38:25.000]  And it was mistaken as a one-handed mode.
[1:38:25.000 --> 1:38:28.000]  Or they tried it and it didn't go...
[1:38:28.000 --> 1:38:31.000]  It didn't make it into the final version.
[1:38:31.000 --> 1:38:33.000]  But I would not be surprised at all.
[1:38:33.000 --> 1:38:37.000]  Having played with one of these devices, I wouldn't be surprised at all if they did it.
[1:38:37.000 --> 1:38:40.000]  You know, if there's some kind of thing, maybe it's just in a control center.
[1:38:40.000 --> 1:38:43.000]  And you flick up from the bottom, and there's a new button you can hit,
[1:38:43.000 --> 1:38:46.000]  and it shrinks the screen to the lower right corner.
[1:38:46.000 --> 1:38:47.000]  I don't know.
[1:38:47.000 --> 1:38:50.000]  I think it would be silly, but I wouldn't be surprised if they did it.
[1:38:50.000 --> 1:38:55.000]  Because these phones are ridiculously big compared to what we're used to.
[1:38:55.000 --> 1:38:59.000]  So, if you've built your usage, you know, here's how I typically use my phone.
[1:38:59.000 --> 1:39:04.000]  Often using it while holding it in the same device you're using it with,
[1:39:04.000 --> 1:39:06.000]  you're not going to be able to do that with the new device.
[1:39:06.000 --> 1:39:10.000]  Right. I think that's where it comes into being an issue.
[1:39:10.000 --> 1:39:18.000]  Because for me, I think about large device, and I think this is basically the smallest iPad we can put in your pocket.
[1:39:18.000 --> 1:39:19.000]  Right.
[1:39:19.000 --> 1:39:21.000]  Not the biggest iPhone.
[1:39:21.000 --> 1:39:22.000]  And that's not true.
[1:39:22.000 --> 1:39:27.000]  Although I saw on Twitter today that Steve Troughton Smith,
[1:39:27.000 --> 1:39:30.000]  who likes to poke around in Xcode and find weird things,
[1:39:30.000 --> 1:39:37.000]  seems to suggest that if you're using a screen size like that and you're in landscape,
[1:39:37.000 --> 1:39:42.000]  it actually uses iPad resources, which is really interesting.
[1:39:42.000 --> 1:39:46.000]  Like it's just big enough that you might be able to use an iPad view.
[1:39:46.000 --> 1:39:53.000]  And of course, then you're then you're almost certainly not doing it one-handed if you're tilting it sideways.
[1:39:53.000 --> 1:39:55.000]  But I don't know.
[1:39:55.000 --> 1:39:57.000]  It's a funny intersection.
[1:39:57.000 --> 1:39:59.000]  Because like I said, I really love my iPad mini.
[1:39:59.000 --> 1:40:04.000]  And I wonder sometimes about could I get away with one device if it was bigger than my iPhone,
[1:40:04.000 --> 1:40:08.000]  but smaller than my mini, would it be good enough that I wouldn't need to?
[1:40:08.000 --> 1:40:11.000]  Or would it be just bad on both counts? I don't know.
[1:40:11.000 --> 1:40:18.000]  That comes right back to that WWDC session that I've been recommending people want to think it's session 216,
[1:40:18.000 --> 1:40:24.000]  which is building adaptive layout, which is Apple's terminology for flexible layouts or responsive layouts.
[1:40:24.000 --> 1:40:28.000]  But in their terminology, they don't call them phone width or tablet width.
