[00:00.000 --> 00:05.180]  Feel like we got to talk about the thing which thing my thing. How was your with your eyeball? Yeah
[01:36:42.460 --> 01:36:47.660]  But there's no way it's gonna be that I don't think I think the vast majority of people are gonna come in and just buy
[01:36:47.660 --> 01:36:52.780]  A sport as though you know, like buying an iPod, you know, 349 bucks. Boom
[01:36:54.100 --> 01:37:00.140]  Right. Yeah, the the market for the higher end and the highest end ones is certainly going to be very small
[01:37:00.140 --> 01:37:06.380]  Compared to the market for a consumer priced watch. Yeah. Yeah, I know
[01:37:06.860 --> 01:37:11.300]  It's you know, there's so many weird psychological things to it to where it's like
[01:37:12.300 --> 01:37:18.480]  If they only had the one if they did what seemingly would be the more obvious route and just said here's the first Apple watch
[01:37:18.480 --> 01:37:21.280]  It's three hundred forty nine dollars. It comes in these colors
[01:37:21.280 --> 01:37:21.900]  That's it
[01:37:21.900 --> 01:37:22.780]  and maybe you know
[01:37:22.780 --> 01:37:28.340]  Maybe do the 38 and 42 millimeter size thing because there is sort of they're not calling it men's and ladies
[01:37:28.340 --> 01:37:32.940]  But clearly there's a sort of men's and ladies divide on average wrist size
[01:37:35.540 --> 01:37:40.720]  If they did that, you know, there'd be so many people who would say wow 349 bucks for a watch, you know
[01:37:40.720 --> 01:37:44.260]  You know, you're going to buy a fossil watch. It's you know, $75 or whatever
[01:37:45.380 --> 01:37:50.560]  There is that psychological thing where even if you don't even count the addition if you just look at the stainless steel
[01:37:51.740 --> 01:37:55.320]  If it's right next to a thousand dollar watch 349 looks a lot better
[01:37:56.140 --> 01:37:57.740]  Sure. Yeah
[01:37:57.740 --> 01:38:01.380]  So, I don't know. I think all of that goes into the strategy that they have here
[01:38:01.380 --> 01:38:03.780]  you know that that if they want to sell a
[01:38:04.580 --> 01:38:08.320]  gazillion three hundred forty nine dollar aluminum Apple watches
[01:38:08.940 --> 01:38:11.860]  That it helps them to do that by having these
[01:38:12.340 --> 01:38:16.620]  Seemingly inexplicably more expensive if you think of them as little risk computers
[01:38:17.480 --> 01:38:18.980]  Right next to them
[01:38:18.980 --> 01:38:24.240]  Well, and especially because they never break break down their sales based on model, right?
[01:38:24.240 --> 01:38:31.680]  so a quarter in or you know a year and they can say we sold you know, whatever 10 million watches and if only a
[01:38:32.040 --> 01:38:34.880]  Thousand of them are the addition watches. No one's ever gonna know
[01:38:36.200 --> 01:38:43.160]  Yeah, I mean I guess it'll do they break out the earnings based on I guess you could maybe calculate calculate it that way
[01:38:43.160 --> 01:38:43.480]  No
[01:38:43.480 --> 01:38:50.680]  But they've also said though that they've even said in advance so that nobody's disappointed that they're gonna be less transparent about the watch
[01:38:50.680 --> 01:38:52.720]  They're not even gonna put the watch as a separate item
[01:38:52.720 --> 01:38:57.560]  They're not gonna say they're not even gonna say we sold five million Apple watches. They're gonna go out
[01:38:57.560 --> 01:39:03.520]  Okay, they've they've created this new other category and watch revenue will will go in there
[01:39:03.680 --> 01:39:07.560]  It's gonna be very very difficult for outsiders to figure anything
[01:39:07.560 --> 01:39:13.280]  Yeah, and you know it to his credit Tim Cook is very clear about it, you know for the obvious reasons competitive
[01:39:13.280 --> 01:39:16.000]  You know, we don't want we don't want our competitors to know the breakdown
[01:39:16.000 --> 01:39:22.120]  All right, you go you want to do your last sponsor break? Yeah, I do and it's our good friends at hover hover
[01:39:23.240 --> 01:39:27.720]  You've ever heard of them the best way to manage domain names. I have heard of
[01:39:28.920 --> 01:39:32.880]  When you want to secure a great domain name you go to hover they have great tools
[01:39:32.880 --> 01:39:39.160]  So you type in whatever your great idea comm is, you know what guess what the dot-com is probably taken. They've got cool
[01:39:39.720 --> 01:39:42.120]  Maybe it's not though if it isn't you're done you can do it
[01:39:42.120 --> 01:39:49.600]  But they've got some cool features that will help you find either an alternate top-level domain other than calm or some other
[01:39:50.080 --> 01:39:52.080]  variation or spin on
[01:39:52.400 --> 01:39:54.400]  You know the words that you're looking to use
[01:39:55.120 --> 01:39:58.040]  To make it work with a dot-com great great tools
[01:39:59.360 --> 01:40:01.360]  It could not be I
[01:40:01.720 --> 01:40:06.200]  Don't see how there's any hassle or friction that's left for them to remove from the process
[01:40:06.240 --> 01:40:11.640]  Like it's as easy and simple as it could get I don't see how they could get it any better
[01:40:11.640 --> 01:40:16.800]  In less than five minutes, you will be able to find the domain name you want and get it up and running
[01:40:17.000 --> 01:40:23.440]  You just search for keywords. They'll show you the best options and you go from there super clean and simple
[01:40:23.440 --> 01:40:26.840]  You don't have to mess around with any kind of complicated interface. I
[01:40:27.360 --> 01:40:32.600]  Always mentioned this but if you've ever registered domain names before and I've been registering domain names since
[01:40:33.200 --> 01:40:35.200]  aspirin was invented in 1853
[01:40:36.760 --> 01:40:38.240]  It
[01:40:38.240 --> 01:40:46.120]  Notoriously, these are the worst websites in the world there. It's all SEO junk. It is all crazy upsells and
[01:40:47.120 --> 01:40:52.200]  Just it could not be a worse experience. They're always trying to you know, there's checkboxes that are checked like
[01:40:52.840 --> 01:40:55.760]  uncheck if you don't want to not have
[01:40:57.360 --> 01:40:59.360]  Domain privacy security
[01:41:00.240 --> 01:41:05.120]  Added to your account what I don't know what that means and hover doesn't have any of that crap. No upselling
[01:41:05.120 --> 01:41:11.440]  Just straightforward up front pricing great deal great interface
[01:41:11.440 --> 01:41:15.120]  You don't have to upgrade for things that should be included for free
[01:41:15.120 --> 01:41:19.320]  Like who is privacy whose privacy is a big privacy is a big one
[01:41:19.320 --> 01:41:26.160]  Of course you want who is privacy if you don't have who is privacy. You're going to get terrible spam phone calls non-stop
[01:41:26.160 --> 01:41:29.520]  I got from back in the day before there was who is privacy
[01:41:29.520 --> 01:41:35.240]  Of course you want it. Well, almost every other domain registrar makes you pay extra for it
[01:41:35.240 --> 01:41:38.700]  Well, it's just baked into the price of being a hover customer
[01:41:39.360 --> 01:41:45.320]  And I haven't even mentioned the most amazing thing about hover, which is that they offer free
[01:41:45.880 --> 01:41:53.200]  Valet transfer service. So you skip the hassle. You've got domains at other lesser registrar's now
[01:41:53.200 --> 01:41:59.960]  Go sign up for hover then use their free valet transfer service. You give the the kind
[01:42:00.680 --> 01:42:06.480]  Competent trustworthy people at hover you give them that information, you know your login information for your other
[01:42:08.000 --> 01:42:10.000]  Domain registrar's
[01:42:10.000 --> 01:42:12.000]  tell them you want to move your domains to hover and
[01:42:12.600 --> 01:42:19.320]  They just go take care of it and they make sure all the DNS is set right they go through whatever hoops
[01:42:19.320 --> 01:42:26.560]  The other registrar is gonna make you go through to transfer a domain. They do it and this is all they do is transfer domain
[01:42:26.560 --> 01:42:29.920]  So it's like I you know, I'll go years without transferring a domain. I don't know how to do it
[01:42:29.920 --> 01:42:32.720]  This is all the people at hover. Do let the experts do it
[01:42:32.720 --> 01:42:36.720]  It's it could not be easier sounds too good to be true because they do it for free
[01:42:37.240 --> 01:42:41.320]  But they do I'm telling you you just go there believe me you have domains at
[01:42:41.840 --> 01:42:47.120]  Some crappy registrar sign up for hover. Let them move them over and boom. You don't have to worry about it anymore
[01:42:47.120 --> 01:42:49.120]  I
[01:42:51.480 --> 01:42:54.760]  Have no idea what the coupon code is for hover
[01:42:56.660 --> 01:43:02.700]  No, actually I do that they hover it gives me a new one every time and today's coupon code for this show is
[01:43:03.160 --> 01:43:05.160]  all one word
[01:43:05.200 --> 01:43:07.080]  spring training
[01:43:07.080 --> 01:43:09.840]  So go type that in spring training. That's a baseball there
[01:43:09.840 --> 01:43:15.320]  They're making a baseball reference here on the talk show go to hover comm and use this code
[01:43:15.320 --> 01:43:20.580]  spring training at checkout and a they'll know you came from the show and
[01:43:21.180 --> 01:43:26.660]  That's always appreciated. That's why you know sponsors like hover keep coming back and keep supporting the show B
[01:43:26.660 --> 01:43:33.540]  You get something to you will save 10% off your first purchase just by using that code. So use spring training
[01:43:34.340 --> 01:43:40.820]  At hover comm use their valet transfer service get all your domains over on hover and then you'll you'll email me
[01:43:40.820 --> 01:43:43.220]  You'll say thank you. Thank you. Thank you for introducing me to
[01:43:43.220 --> 01:43:47.060]  To hover my domains are in better hands. So my thanks to her
[01:43:49.020 --> 01:43:51.580]  I have a surprise for you then Paul. Oh
[01:43:53.380 --> 01:43:55.380]  Well, I'll tell you about it later
[01:43:56.620 --> 01:44:02.440]  After the show well before the end of the show before the end of the show, I won't make you wait long. All right
[01:44:03.140 --> 01:44:05.140]  Are you excited about spring training?
[01:44:06.340 --> 01:44:08.860]  It's too cold to be thinking about it yet seems impossible
[01:44:08.860 --> 01:44:12.780]  I know and I know I'm not trying to complain to you because Philly's had a bad winter
[01:44:12.780 --> 01:44:14.860]  Boston has had like
[01:44:15.780 --> 01:44:20.540]  Epic, like the worst winner in the history of bad winners like well, so at this point at this point
[01:44:20.540 --> 01:44:24.820]  We are I just saw it today. I think we're about three and a half inches off of the all-time
[01:44:25.900 --> 01:44:29.780]  Snowiest winter on record and it's only the beginning of March
[01:44:30.020 --> 01:44:33.500]  Well, but so at this point I'm rooting for just a little bit more snow
