[00:00.000 --> 00:01.740]  Jason, how you doing?
[01:49:31.220 --> 01:49:35.060]  but can't because it's behind the Facebook sign-in thing.
[01:49:35.060 --> 01:49:36.940]  Literally only a handful of times.
[01:49:36.940 --> 01:49:39.980]  It's Twitter that took up the gas there,
[01:49:39.980 --> 01:49:43.380]  but all of them, Facebook, Twitter, Instagram,
[01:49:43.380 --> 01:49:46.760]  all of them aren't on the open web.
[01:49:46.760 --> 01:49:50.340]  They're not the web, and they just sucked up
[01:49:50.340 --> 01:49:53.660]  so many other people, the people who aren't trying
[01:49:53.660 --> 01:49:56.140]  to do it as a living or a vocation
[01:49:56.140 --> 01:49:58.420]  because it's so much easier, right?
[01:49:58.420 --> 01:50:00.740]  There's no blame whatsoever for people
[01:50:00.740 --> 01:50:02.400]  who've faded away from blogging
[01:50:02.400 --> 01:50:06.020]  and put all of their public posting onto Twitter
[01:50:06.020 --> 01:50:07.980]  because I see how much easier it is,
[01:50:07.980 --> 01:50:10.500]  and I know that's how human psychology works.
[01:50:10.500 --> 01:50:13.100]  It's exactly like what we were talking about earlier
[01:50:13.100 --> 01:50:15.620]  about not having titles, right?
[01:50:15.620 --> 01:50:19.100]  Which is also exactly why, they don't call it a title,
[01:50:19.100 --> 01:50:21.380]  it's called a subject, but it's exactly why
[01:50:21.380 --> 01:50:24.040]  it's so much easier to text someone than to email them,
[01:50:24.040 --> 01:50:26.420]  even if it's the same text, right?
[01:50:26.420 --> 01:50:28.820]  You and I setting up this podcast,
[01:50:28.820 --> 01:50:30.980]  we did it entirely through messages.
[01:50:30.980 --> 01:50:33.220]  We didn't send a single email to each other.
[01:50:33.220 --> 01:50:36.660]  I never send email to friends for things like that anymore,
[01:50:36.660 --> 01:50:38.980]  and part of it is email is worse,
[01:50:38.980 --> 01:50:40.960]  and email, my inbox is noisy,
[01:50:40.960 --> 01:50:44.360]  and my messages app isn't noisy at all,
[01:50:44.360 --> 01:50:46.560]  but part of it is the lack of a subject, right?
[01:50:46.560 --> 01:50:48.720]  It's just less effort for something
[01:50:48.720 --> 01:50:49.940]  that I don't really care about.
[01:50:49.940 --> 01:50:53.420]  It's my professional, my text messages
[01:50:53.420 --> 01:50:56.340]  through messages aren't my work, right?
[01:50:56.340 --> 01:50:57.840]  So they're dashed off and casual,
[01:50:57.840 --> 01:51:01.340]  and it's a huge decrease in cognitive load,
[01:51:01.340 --> 01:51:03.580]  so I don't blame them, but my God,
[01:51:03.580 --> 01:51:07.000]  it's made all of these things so much harder to link to.
[01:51:07.000 --> 01:51:10.460]  I mean, and I dread it now, I dread,
[01:51:10.460 --> 01:51:12.500]  I think it's inevitable at this point,
[01:51:12.500 --> 01:51:15.980]  the coming disappearance of Twitter's archives,
[01:51:15.980 --> 01:51:19.940]  because there's an awful lot over the last 10 years
[01:51:19.940 --> 01:51:21.740]  where people, you know, and people,
[01:51:22.900 --> 01:51:26.980]  it's a misappropriation of the forum posting a tweet thread
[01:51:26.980 --> 01:51:29.080]  instead of a blog post, but again,
[01:51:29.080 --> 01:51:30.460]  if you don't already have,
[01:51:30.460 --> 01:51:32.860]  but if you don't already have a blog,
[01:51:32.860 --> 01:51:35.220]  posting a tweet thread is way easier
[01:51:35.220 --> 01:51:38.220]  than setting up a blog just to post this one thing,
[01:51:38.220 --> 01:51:41.740]  but I don't, untold number of tweets that I've linked to
[01:51:41.740 --> 01:51:43.580]  and tweet threads that I've linked to,
[01:51:43.580 --> 01:51:45.520]  I think are, now I have no faith
[01:51:45.520 --> 01:51:48.580]  that they're going to persist into perpetuity.
[01:51:48.580 --> 01:51:49.900]  Yeah.
[01:51:49.900 --> 01:51:51.900]  It's not only sort of the ease of use,
[01:51:51.900 --> 01:51:53.140]  but it's the network, right?
[01:51:53.140 --> 01:51:56.980]  So you, like when you tweet, you have a built-in sort of,
[01:51:56.980 --> 01:51:58.660]  people have a built-in way to read,
[01:51:58.660 --> 01:52:00.620]  people have a built-in way to respond,
[01:52:00.620 --> 01:52:02.540]  and when you're talking about sort of the threads
[01:52:02.540 --> 01:52:03.980]  instead of blog posts,
[01:52:03.980 --> 01:52:05.600]  sure, you could post it on your blog,
[01:52:05.600 --> 01:52:07.500]  but, you know, and some, you know,
[01:52:07.500 --> 01:52:09.420]  through RSS and stuff like that,
[01:52:09.420 --> 01:52:13.120]  like we've sort of cobbled together the network stuff,
[01:52:13.120 --> 01:52:14.980]  and when Google Reader was a thing,
[01:52:14.980 --> 01:52:17.560]  there was a sort of a built-in network effect there,
[01:52:17.560 --> 01:52:19.240]  but, you know, the thing about Twitter
[01:52:19.240 --> 01:52:22.180]  is that you post a tweet storm or a thread,
[01:52:22.180 --> 01:52:25.220]  people can respond immediately and individually
[01:52:25.220 --> 01:52:28.940]  to every single sort of point that you make along the way.
[01:52:28.940 --> 01:52:30.940]  That's the case with Facebook as well.
[01:52:30.940 --> 01:52:32.660]  You can comment, you can like,
[01:52:32.660 --> 01:52:36.620]  you see things that other people have liked in your feed.
[01:52:36.620 --> 01:52:38.600]  There's discovery mechanisms as well.
[01:52:38.600 --> 01:52:39.780]  The world of blogs,
[01:52:39.780 --> 01:52:42.940]  they had that cobbled together a little bit
[01:52:42.940 --> 01:52:45.940]  with things like RSS and with things like Technorati
[01:52:45.940 --> 01:52:49.100]  and like weblog search engines and all that sort of stuff,
[01:52:49.100 --> 01:52:51.740]  but Facebook and Twitter just came along and were like,
[01:52:51.740 --> 01:52:54.500]  hey, we're going to do this all in one basket.
[01:52:54.500 --> 01:52:56.260]  It's going to be super easy.
[01:52:56.260 --> 01:52:57.100]  Here you go.
[01:52:57.100 --> 01:52:59.940]  And it's kind of no wonder that it took off
[01:52:59.940 --> 01:53:01.260]  the way it did for both of them.
[01:53:01.260 --> 01:53:02.460]  Theoretically, like,
[01:53:02.460 --> 01:53:04.860]  Facebook is the biggest blogging company in the world.
[01:53:04.860 --> 01:53:08.480]  They were the ones who really figured out
[01:53:08.480 --> 01:53:09.640]  how to monetize blogging,
[01:53:09.640 --> 01:53:13.420]  and it made them a $500 billion company for a while.
[01:53:13.420 --> 01:53:15.180]  They figured out two things,
[01:53:15.180 --> 01:53:18.100]  and again, I've never even had a Facebook account,
[01:53:18.100 --> 01:53:22.380]  but I do recognize the genius of it in some ways.
[01:53:22.380 --> 01:53:24.020]  They figured out the monetization there.
[01:53:24.020 --> 01:53:25.580]  I mean, they're one of the five biggest companies
[01:53:25.580 --> 01:53:26.420]  in the world.
[01:53:27.300 --> 01:53:29.140]  And the other thing that they did,
[01:53:29.140 --> 01:53:32.500]  and this is the part where I give them full credit
[01:53:32.500 --> 01:53:33.860]  and actually admire it,
[01:53:33.860 --> 01:53:37.260]  is they're the first and perhaps still only company
[01:53:37.260 --> 01:53:42.260]  that cracked the nut of getting regular people to blog,
[01:53:43.180 --> 01:53:46.100]  whether they think of it as blogging or not, right?
[01:53:46.100 --> 01:53:49.420]  Just regular people, and they're posting things
[01:53:49.420 --> 01:53:51.820]  like their kids' graduation pictures
[01:53:51.820 --> 01:53:55.420]  and just an update about somebody's health
[01:53:55.420 --> 01:53:56.540]  or something like that.
[01:53:56.540 --> 01:54:00.700]  And again, saying positive things about Facebook
[01:54:00.700 --> 01:54:02.500]  and privacy seems counterintuitive,
[01:54:02.500 --> 01:54:06.300]  because I rant and rail about the negative aspects
[01:54:06.300 --> 01:54:10.420]  of their regard for privacy in other regards.
[01:54:10.420 --> 01:54:13.060]  But from the perspective of users,
[01:54:13.060 --> 01:54:17.860]  the literally multiple billions of users that they have,
[01:54:17.860 --> 01:54:21.220]  they solved the nut of people feeling comfortable
[01:54:21.220 --> 01:54:25.820]  and understanding the circle of who things are going out to
[01:54:25.820 --> 01:54:27.140]  so that they could do things
[01:54:27.140 --> 01:54:32.140]  like if somebody's mother is ill and posting it
[01:54:33.300 --> 01:54:35.380]  in a way that they know is only going out
[01:54:35.380 --> 01:54:38.860]  to the people who they want it to go out to with updates.
[01:54:38.860 --> 01:54:41.300]  And I have all the admiration in the world for that
[01:54:41.300 --> 01:54:42.900]  because it's useful, right?
[01:54:42.900 --> 01:54:45.980]  They turned literally almost everybody in the world
[01:54:45.980 --> 01:54:48.780]  into a blogger, which was the original dream, right?
[01:54:48.780 --> 01:54:51.540]  That's the Dave Weiner dream, except for the fact
[01:54:51.540 --> 01:54:55.140]  that they were doing it in this locked ecosystem
[01:54:55.140 --> 01:54:58.540]  that's not on the open web, but I admire that greatly.
[01:54:58.540 --> 01:55:02.360]  But it's for us wanting to link to things, it's terrible.
[01:55:02.360 --> 01:55:04.740]  The average thing I link to now is a post
[01:55:04.740 --> 01:55:06.700]  at a professional publication.
[01:55:06.700 --> 01:55:11.700]  Yep, that is probably behind some sort of soft paywall.
[01:55:12.140 --> 01:55:14.340]  Right, and that's the other thing that's risen,
[01:55:14.340 --> 01:55:16.420]  and it's on my list.
[01:55:16.420 --> 01:55:17.540]  Again, part of my homework,
[01:55:17.540 --> 01:55:18.740]  I've actually got an agenda here.
[01:55:18.740 --> 01:55:21.100]  I wanna talk about paywalls.
[01:55:21.100 --> 01:55:23.720]  The other day, and again, bringing up Dave Weiner,
[01:55:23.720 --> 01:55:28.500]  Dave Weiner mentioned this as a use for the chat GPT,
[01:55:28.500 --> 01:55:30.880]  the chat.openAI thing.
[01:55:32.420 --> 01:55:37.420]  He said that he asked the chat GPT the question,
[01:55:37.880 --> 01:55:41.980]  what are the best non-paywalled news sites?
[01:55:41.980 --> 01:55:46.140]  And said he got a great list, and so I tried the same query,
[01:55:46.140 --> 01:55:48.300]  and it's astonishing.
[01:55:48.300 --> 01:55:51.560]  It's like number one, BBC, number two, Reuters,
[01:55:51.560 --> 01:55:53.300]  number three, I forget.
[01:55:53.300 --> 01:55:56.540]  See, I might be CNN, I forget, but it was a good one.
[01:55:56.540 --> 01:55:59.580]  Number four, number four and number five
[01:55:59.580 --> 01:56:03.060]  was the New York Times, and the chat thing
[01:56:03.060 --> 01:56:06.740]  after New York Times, it gave it an ordered list,
[01:56:06.740 --> 01:56:09.180]  one through 10, and after the New York Times
[01:56:09.180 --> 01:56:12.400]  in parentheses said the New York Times does have a paywall,
[01:56:12.400 --> 01:56:16.220]  but with a very generous allotment of monthly open views.
[01:56:16.220 --> 01:56:21.220]  And so it effectively wrote a footnote, right?
[01:56:21.300 --> 01:56:24.340]  And I think, and I honestly think
[01:56:24.340 --> 01:56:26.480]  that's a fair description of the New York Times.
[01:56:26.480 --> 01:56:28.580]  I think that the New York Times,
[01:56:28.580 --> 01:56:33.220]  the where they put their paywall is genius
[01:56:33.220 --> 01:56:35.980]  and generous and good enough with the understanding
[01:56:35.980 --> 01:56:39.400]  that they needed and continued to need a subscriber base
[01:56:39.400 --> 01:56:43.420]  that wants to burst through that and is willing to pay
[01:56:43.420 --> 01:56:46.140]  rather than stick around with deleting their cookies
[01:56:46.140 --> 01:56:47.720]  every two days or whatever.
[01:56:47.720 --> 01:56:49.940]  But it was an astonishingly good answer.
[01:56:49.940 --> 01:56:53.620]  But the fact that it's even a question,
[01:56:53.620 --> 01:56:56.460]  like how do you get to non-pay,
[01:56:56.460 --> 01:56:58.260]  what are the best non-paywall news,
[01:56:58.260 --> 01:57:02.360]  is so antithetical to the concept,
[01:57:02.360 --> 01:57:04.900]  the original concept of the World Wide Web
[01:57:04.900 --> 01:57:09.340]  that it's flabbergasting and downright
[01:57:09.340 --> 01:57:12.160]  from the perspective of 1996,
[01:57:12.160 --> 01:57:15.340]  I would say it's dystopic.
[01:57:15.340 --> 01:57:18.980]  It's a dystopia to think that the,
[01:57:20.220 --> 01:57:23.860]  I don't know that the idea that a paywall on the web,
[01:57:23.860 --> 01:57:26.700]  it would have been laughed at, I think, in 1996.
[01:57:26.700 --> 01:57:27.740]  It's what are you talking about?
[01:57:27.740 --> 01:57:28.580]  You don't get it.
[01:57:28.580 --> 01:57:31.540]  You know, you're like somebody who wants to use
[01:57:31.540 --> 01:57:33.780]  QuarkXPress to publish their website, you know?
[01:57:33.780 --> 01:57:38.180]  Like QuarkXPress, I loved, and it's a wonderful tool,
[01:57:38.180 --> 01:57:39.980]  but it's not for publishing to the web.
[01:57:39.980 --> 01:57:42.020]  So the idea that you want to make people pay
[01:57:42.020 --> 01:57:44.700]  to see the stuff, but here we are, right?
[01:57:44.700 --> 01:57:48.220]  And what is it, how frustrated are you by that trend?
[01:57:48.220 --> 01:57:52.820]  I mean, purely as someone who wants to point people
[01:57:52.820 --> 01:57:56.740]  to things that they can actually read without paying money,
[01:57:56.740 --> 01:57:58.140]  it's very frustrating.
[01:57:58.140 --> 01:58:00.500]  But at the same time, if you look at the New York Times
[01:58:00.500 --> 01:58:01.580]  or you look at the Atlantic
[01:58:01.580 --> 01:58:03.180]  or any of these other publications,
[01:58:03.180 --> 01:58:06.460]  it's like that's where those paywalls
[01:58:06.460 --> 01:58:10.060]  or those membership programs or however you want to put it,
[01:58:10.060 --> 01:58:14.140]  like they're paying for a lot of good writing
[01:58:14.140 --> 01:58:15.700]  and a lot of good journalism.
[01:58:15.700 --> 01:58:17.660]  It's also paying for a lot of garbage,
[01:58:17.660 --> 01:58:20.060]  but I'm interested in linking to the good stuff.
[01:58:20.060 --> 01:58:23.060]  And I get email all the time from people who are like,
[01:58:23.060 --> 01:58:24.820]  this stuff is paywall, what are you doing?
[01:58:24.820 --> 01:58:28.400]  And it's like, well, I would love it if it weren't,
[01:58:28.400 --> 01:58:31.660]  but this is where this particular piece of writing was.
[01:58:31.660 --> 01:58:33.660]  And I think it's worth your attention
[01:58:33.660 --> 01:58:36.180]  if somehow you happen to have a subscription
[01:58:36.180 --> 01:58:40.140]  or if you can somehow get around it with incognito window
[01:58:40.140 --> 01:58:42.440]  or deleting your cookies.
[01:58:42.440 --> 01:58:45.580]  But it's really frustrating from my standpoint
[01:58:45.580 --> 01:58:48.560]  as a blogger who likes to link
[01:58:48.560 --> 01:58:49.460]  to a lot of different things.
[01:58:49.460 --> 01:58:51.380]  I think that there's a couple of things going on here.
[01:58:51.380 --> 01:58:54.340]  It's like there's consolidation and then there's paywalls.
[01:58:54.340 --> 01:58:56.100]  And increasingly that consolidation
[01:58:56.100 --> 01:58:58.380]  is happening behind paywalls.
[01:58:58.380 --> 01:59:00.620]  And so you get this double whammy where people
[01:59:00.620 --> 01:59:03.740]  aren't writing for a lot of different crazy things.
[01:59:03.740 --> 01:59:07.080]  Although now with Substack is I think trying
[01:59:07.080 --> 01:59:08.420]  to push back on that.
[01:59:08.420 --> 01:59:12.420]  But Substack is itself paywalled for the most part.
[01:59:12.420 --> 01:59:13.980]  And Medium is that way too.
[01:59:14.940 --> 01:59:19.060]  And so you're getting kind of this double whammy,
