[00:00.000 --> 00:00.840]  What time you got?
[1:54:05.000 --> 1:54:12.200]  plugging. Yeah, well, I mean, I obviously I'm I'm not a the right person to measure this because I
[1:54:12.200 --> 1:54:19.880]  work from home. But the iPhone 6, my favorite feature, even more than than having a larger screen is
[1:54:19.880 --> 1:54:25.240]  that I never worry about battery life anymore. Again, like I probably haven't plugged in more than
[1:54:25.240 --> 1:54:29.640]  most people and I've heard from people that yeah, it's still not good enough. But for me anyway,
[1:54:29.640 --> 1:54:35.160]  like it's it's crossed that line compared to the 5S, which if I was always worried about it.
[1:54:36.360 --> 1:54:41.640]  Yeah, no, I've, you know, going to Disney World is a good test for me because it used to
[1:54:41.640 --> 1:54:47.640]  root, you know, I'd need my mofi to get through a day. And I don't anymore. Yep. Or any kind of
[1:54:47.640 --> 1:54:51.800]  travel day, any kind of day where I'm, you know, in an airport and going somewhere and doing
[1:54:51.800 --> 1:54:57.720]  all of my computing from the phone, uh, always used to need a mofi and I don't generally anymore.
[1:54:59.400 --> 1:55:04.600]  The other thing, I mean, I think is more german's reporting 2.5 to four hours of active application
[1:55:04.600 --> 1:55:11.160]  use. I've that seems pretty good to me. I mean, I, yeah, I think that's all it's interesting
[1:55:11.160 --> 1:55:14.440]  because I'm sure that those, you know, he's got great sources and I'm sure they're real numbers,
[1:55:14.440 --> 1:55:19.400]  but I, I feel like it's, it's hard to think about that as a user because for me,
[1:55:19.400 --> 1:55:22.600]  user perspective, you're not going to think about stuff like that. And in particular,
[1:55:22.600 --> 1:55:25.000]  the other one he called out, I agree. I think that's actually pretty good.
[1:55:26.920 --> 1:55:31.240]  Considering how I think we'll be using these things, the other one was the time telling and the
[1:55:31.240 --> 1:55:37.560]  time telling as I understand it, I've heard from people is, um, so the watch is off most of the
[1:55:37.560 --> 1:55:42.680]  time or the, the, the face is off most of the time. And it has to be because it's, you know,
[1:55:42.680 --> 1:55:47.400]  I, I, we don't know yet whether it's OLED or LCD. I think it might be some kind of OLED though
[1:55:47.400 --> 1:55:54.760]  because they're using black as the background instead of white. Um, but regardless, any kind of color
[1:55:54.760 --> 1:56:01.960]  screen like that, whatever the technology is, you know, the, the biggest power sink that you're
[1:56:01.960 --> 1:56:08.760]  going to have on the device. So it's off most of the time. Um, my understanding is that they've put
[1:56:08.760 --> 1:56:13.720]  like inordinate, like a huge chunk, the whole three year long effort, there've been teams
[1:56:14.600 --> 1:56:21.320]  devoted to it or an A team devoted to it is that when you twist your wrist to look at the time,
[1:56:21.320 --> 1:56:27.160]  it is already, you know, it turns on like the detection of this is the type of motion of a person
[1:56:27.160 --> 1:56:34.760]  checking the time is like an A1 priority for the thing and that apparently it works already works
[1:56:34.760 --> 1:56:40.360]  really, really well. It's very, very smart about turning on when you want to look at it. Um,
[1:56:41.160 --> 1:56:46.360]  but then when you turn your wrist back, it goes off again. So it, it's, I forget how long it said
[1:56:46.360 --> 1:56:50.520]  it was like three hours, like the watch last three hours of continuous telling the time or something
[1:56:50.520 --> 1:56:55.160]  like that. Yeah, the, the only thing with the, the only thing with that is I think this is the one thing
[1:56:55.160 --> 1:57:02.360]  that really kind of detracts from the, uh, watch as fashion accessory thing. Well, because the, the,
[1:57:02.360 --> 1:57:09.960]  I mean, the face of a watch is, is super important to it. Being a fashion accessory, like they
[1:57:09.960 --> 1:57:16.600]  can have beautiful bands, they can have a beautiful case, but if it's just a black box, um, it's
[1:57:16.600 --> 1:57:20.840]  that that that is an area where I mean, if they were ever to get to a point where they could
[1:57:20.840 --> 1:57:27.400]  actually have those watch faces on all the time, I think that would be a, that would be a,
[1:57:27.400 --> 1:57:32.120]  a big deal just from, from, I mean, we're, yeah, if they could do it, they would, but they
[1:57:32.120 --> 1:57:35.960]  yeah, we're, we're, we're watching our pajamas podcasting, we're, I don't think we're fashion experts,
[1:57:35.960 --> 1:57:40.520]  but I do think, yeah, that, that will be, when and if they can get to that point, I think that
[1:57:40.520 --> 1:57:46.280]  will be, that will be a big deal. Right, but it's definitely in this, you know, you know,
[1:57:46.280 --> 1:57:51.320]  they're Apple clearly is going way more as this is a watch watch and we're, you know, we were
[1:57:51.320 --> 1:57:55.800]  going right up against any watch brand you want than anybody else in the smart watch game,
[1:57:55.800 --> 1:58:00.200]  but clearly one of the areas where they just can't compete is the fact like you said that the
[1:58:00.200 --> 1:58:06.360]  face is black, you know, and, and whatever choice you make in terms of which style of, of the many
[1:58:06.360 --> 1:58:11.720]  that they offer from for, for your watch style has no bearing on what other people see when they
[1:58:11.720 --> 1:58:17.400]  see it on your right, right. You know, the guy across from you in the aisle on the train,
[1:58:17.400 --> 1:58:20.840]  who's not moving his wrist or checking the time, all you see is that he has an Apple watch, you
[1:58:20.840 --> 1:58:27.160]  have no idea what face is on that said, and that's definitely a factor. There's, there's no getting
[1:58:27.160 --> 1:58:33.000]  around what's interesting is at least for at the beginning before they are, you know,
[1:58:33.000 --> 1:58:38.040]  obviously Apple would like them to be as widespread as phones, but if you think back when the phone,
[1:58:38.040 --> 1:58:44.280]  iPhone first came out, like it was, it said something that you had an iPhone, it was, it was obviously
[1:58:44.280 --> 1:58:49.400]  that you had one and there weren't very many people that had one. And so it's almost like it's not
[1:58:49.400 --> 1:58:55.240]  that big a deal at the beginning because just seeing that, that black square will be meaningful
[1:58:55.240 --> 1:59:01.960]  enough. Whereas once in, in, in ideally once they get to the point, if they're successful and
[1:59:01.960 --> 1:59:07.320]  they become ubiquitous, that by that point their power management will also be to the point where
[1:59:08.280 --> 1:59:13.160]  they can be fully customized and on all the time and fully fulfill that kind of like
[1:59:15.240 --> 1:59:21.720]  personal personalized fashion angle. Yeah. Yeah, I read it so much so much as how much time
[1:59:21.720 --> 1:59:26.280]  how much it can tell the time, but how much how long the screen can be on. So if it can be on for
[1:59:26.280 --> 1:59:32.280]  three hours, that sounds pretty good because it doesn't seem to me like you would, it doesn't seem
[1:59:32.280 --> 1:59:36.440]  like, how could you spend more than three hours looking at the little thing? Right, exactly.
[1:59:37.000 --> 1:59:40.680]  I mean, if you're, if you're going to be interacting with that long, you might as well take out your
[1:59:40.680 --> 1:59:51.240]  phone. Right. Um, 3000 users. So I wonder how, I wonder if that's right. It seems like a lot,
[1:59:51.240 --> 1:59:57.880]  but again, a lot for it not to elite, but on the other hand, maybe it's a lot easier to conceal.
[2:00:00.680 --> 2:00:06.280]  It'll be interesting. It's soon. Yeah. Yeah. What do you think about that? German said that
[2:00:07.880 --> 2:00:13.960]  it's still on pace to ship at the end of March. I, it seems reasonable. I, like, I suspect
[2:00:13.960 --> 2:00:20.040]  they were shooting for February. Um, you know, just, maybe for the Chinese market like China
[2:00:20.040 --> 2:00:27.480]  is a super late this year, people get cash for Chinese New Year. Um, but, uh, so I, it fits with a,
[2:00:27.480 --> 2:00:31.960]  well, let's shoot for this. Um, well, it didn't quite make it, but it's still, it's still early in the
[2:00:31.960 --> 2:00:38.280]  year. Um, you know, I don't, I don't think, uh, I would, I would, you know, of course, you know,
[2:00:38.280 --> 2:00:42.200]  Mark German is number one at pointing out that Tim Coak said every product's released throughout
[2:00:42.200 --> 2:00:46.760]  2014 and they didn't release anything until the second half of the year. Um, but that said,
[2:00:46.760 --> 2:00:52.520]  I think that, uh, you wouldn't drop a date lightly. Right. Yeah. I don't know. I've still
[2:00:52.520 --> 2:00:57.080]  think March is, I'll be impressive. It ships by March because I don't, my impression from the few
[2:00:57.080 --> 2:01:01.640]  people I second hand, all second hand, no firsthand information from everybody who's wearing one,
[2:01:01.640 --> 2:01:06.280]  but secondhand information and no people who are wearing them is that they're still buggy enough
[2:01:06.280 --> 2:01:11.960]  and have poor enough battery life that March would be an achievement. Because they're out,
[2:01:11.960 --> 2:01:16.440]  you know, if, if it's too buggy and too, your battery life is too bad, there's, you know,
[2:01:16.440 --> 2:01:21.080]  it's not going to come out in March. You know, they're, they have the wiggle room to push it
[2:01:21.080 --> 2:01:27.240]  until April or May or even June. Uh, like June will give, you know, people will roll their eyes
[2:01:27.240 --> 2:01:33.720]  because that's about as late as early 2015 can be. Um, but they, you know, they have that wiggle.
[2:01:33.720 --> 2:01:38.520]  Right. And in first impressions will matter. Right. It would be better to have people complaining that
[2:01:38.520 --> 2:01:45.400]  June is pretty damn late for early. To that, you know, quote unquote early 2015, then to ship it in
[2:01:45.400 --> 2:01:52.520]  March just to hit the first quarter and, you know, have it be riddled with bugs or not make it
[2:01:52.520 --> 2:01:58.520]  through the day. Um, what was the other thing? Do you know, I can't, I made a note here when
[2:01:58.520 --> 2:02:03.000]  you were talking about it. Can't talk about the fire phone without talking about Austin cars.
[2:02:03.000 --> 2:02:08.200]  It's not new. I guess it was a sometime in the last month his fast company piece on the making
[2:02:08.200 --> 2:02:14.040]  of a fire phone. Surely you read it. I was good in it. Um, yeah. That's right. That's right. That's right.
[2:02:14.040 --> 2:02:18.040]  I remember that. I, that's actually one of the things that I was like, Oh, I should, I should get
[2:02:18.040 --> 2:02:23.000]  Ben on the show this week. I actually remember that. It was it. I thought it was a tremendous piece
