[00:00.000 --> 00:02.000]  Hello there
[01:39:03.000 --> 01:39:05.960]  device, I think that's that's where it comes into into
[01:39:06.920 --> 01:39:14.120]  Being an issue because for me I think about large device and I think this is basically the smallest ipad we can
[01:39:14.680 --> 01:39:16.280]  Put in your pocket
[01:39:16.280 --> 01:39:17.160]  right
[01:39:17.160 --> 01:39:24.360]  Put in your pocket, right? Um, not the biggest iphone and that's not true. Although um, I saw on twitter. Um,
[01:39:25.480 --> 01:39:32.120]  Today that steve trout and smith who likes to poke around in xcode and find weird things seems to suggest that
[01:39:33.000 --> 01:39:37.260]  If you're if you're using a screen size like that and you're in landscape
[01:39:37.960 --> 01:39:42.280]  It actually uses ipad resources, which is really interesting
[01:39:42.360 --> 01:39:46.280]  Like it's just big enough that you might be able to use an ipad view
[01:39:46.280 --> 01:39:52.540]  And um, of course then you're then you're almost certainly not doing it one-handed if you're if you're tilting it sideways
[01:39:53.080 --> 01:39:58.200]  Um, but I don't know. I it's a funny. It's a funny intersection because like I said, I really love my ipad mini
[01:39:58.600 --> 01:40:04.120]  Um, and I wonder sometimes about could I get away with one device if it was bigger than my iphone
[01:40:04.120 --> 01:40:07.240]  But smaller than my mini would it be good enough that I wouldn't need to
[01:40:07.800 --> 01:40:13.080]  Or would it be just bad on both counts? I don't know that that come back that comes right back to that
[01:40:13.080 --> 01:40:20.620]  Right back to that wwdc session that i've been recommending people. I think it's session 216, which is building adaptive layouts
[01:40:20.700 --> 01:40:25.900]  Which is apple's terminology for flexible layouts or responsive layouts, but in their terminology
[01:40:25.900 --> 01:40:30.460]  They don't call them phone width or tablet width. They call it like regular width
[01:40:30.920 --> 01:40:33.900]  compact width regular height compact height
[01:40:33.900 --> 01:40:41.740]  Um, and so like an ipad is like regular width regular height, like you can show the full interface a phone
[01:40:42.460 --> 01:40:48.540]  Is regular height so you can put like a big scrolling list, but it's called a compact width
[01:40:51.260 --> 01:40:56.700]  A regular iphone like an iphone today, even when you turn it in landscape is still a compact width
[01:40:57.260 --> 01:41:01.180]  Like it's not a specific number of pixels or points. It just says
[01:41:01.180 --> 01:41:03.500]  it just says like um
[01:41:04.700 --> 01:41:09.660]  A compact width even held horizontally just means hey mail
[01:41:10.380 --> 01:41:16.620]  If you're showing a list just show one list at a time and don't show the list side by side with the content
[01:41:17.340 --> 01:41:18.300]  um
[01:41:18.300 --> 01:41:25.120]  Whereas what he's saying and that's very interesting to me would be that just the 5.5 inch iphone if you hold it horizontally
[01:41:25.120 --> 01:41:30.640]  When you're in mail, you'll suddenly see a list of messages taking like the first third and when you select one
[01:41:30.880 --> 01:41:36.400]  You'll see the message on the right right like an ipad right or that settings will have a list on the left side
[01:41:36.400 --> 01:41:39.440]  And then the pane on the right instead of it being something you enter into
[01:41:40.160 --> 01:41:46.880]  Right, and if you think about that, I I believe that and not just because he's he's a great twitter accountant. He's very very astute
[01:41:48.480 --> 01:41:50.880]  Hacker in the best sense of hacker in terms of it's
[01:41:50.880 --> 01:41:54.160]  Sluicing those things out of the beta x codes and stuff
[01:41:54.800 --> 01:42:00.980]  But I believe it because I think that's the message apple has been preaching especially this year at wwdc
[01:42:01.200 --> 01:42:03.920]  Is to stop thinking about iphone apps and ipad apps
[01:42:04.480 --> 01:42:11.040]  and so don't think of the 5.5 inch iphone as just a big iphone or
[01:42:11.600 --> 01:42:17.120]  Perhaps and there's I have so many people on twitter, you know twitter and email who think hey, maybe it's not an iphone at all
[01:42:17.120 --> 01:42:18.400]  maybe it's a
[01:42:18.400 --> 01:42:21.600]  uh ipad nano and it'll run ipad apps
[01:42:22.240 --> 01:42:24.400]  Well, no, it's too small to run ipad apps
[01:42:24.960 --> 01:42:29.040]  it you know, it's just if you really really, you know, take an ipad app and just
[01:42:29.680 --> 01:42:34.880]  Shrink it to 5.5 inches and print it out on a piece of paper. You'll see immediately that everything is too small to touch
[01:42:37.120 --> 01:42:39.700]  But it totally makes sense to me that if you held it sideways
[01:42:40.400 --> 01:42:46.800]  That you could sort of give it an ipad ish layout if not it but not by shrinking
[01:42:46.800 --> 01:42:48.720]  by shrinking
[01:42:48.720 --> 01:42:53.120]  The ipad interface exactly. You know what? I mean? Yep. It's it's just hey
[01:42:53.920 --> 01:42:58.560]  use one third of the screen for the list the other two-thirds of the screen for the content and
[01:42:59.360 --> 01:43:02.880]  Figure it out dynamically based on how many points there are how big the things should be
[01:43:02.960 --> 01:43:07.520]  Well, it's like totally believe it's like a response of html breakpoint where you're basically the os is saying look
[01:43:07.520 --> 01:43:13.440]  Yeah, we say that this device is big enough that it can handle two two things at once and then the apps go. All right
[01:43:13.440 --> 01:43:18.000]  Yeah, i'll i'll put that up there then because the apps are already thinking about sort of like when is it too small?
[01:43:18.240 --> 01:43:22.240]  I mean ios developers already are thinking of this when is it too small? When is it too big?
[01:43:22.240 --> 01:43:28.240]  I've got this one design for ipads and one for iphones and it's not that unreasonable to think but it's an interesting idea
[01:43:28.240 --> 01:43:32.640]  Because then you've got this this phone that's sort of like a phone when it's being held in one direction
[01:43:32.640 --> 01:43:38.640]  And sort of like an ipad when it's held in another direction and I I do I wonder about the the market for this
[01:43:38.640 --> 01:43:45.200]  Device because when I talk to people who've written about or or or use um fablets
[01:43:46.560 --> 01:43:51.360]  This is what comes up a lot of the time is people like it because they don't really care that it's huge
[01:43:51.360 --> 01:43:54.080]  They don't really use it as a phone. Uh, you know a
[01:43:55.040 --> 01:43:59.680]  That word again a you know, hello. How's it going? How are the yankees doing? Right, right?
[01:43:59.680 --> 01:44:03.520]  Because you do and admittedly let's just get out of the way you look ridiculous talking on one of these
[01:44:03.520 --> 01:44:06.240]  But if you always talk on your phone using a headset or you know
[01:44:06.240 --> 01:44:08.240]  Like I I never hold my phone to my ear
[01:44:08.240 --> 01:44:12.560]  Anyway, i've always got headphones in and so it doesn't matter and if you got a bluetooth thing
[01:44:12.560 --> 01:44:17.360]  It doesn't matter and then you otherwise you've got the cellular connected internet thing and it's bigger
[01:44:17.360 --> 01:44:23.920]  So this so the screen is bigger and you can see well stuff and don't just don't even underestimate the fact that you know
[01:44:23.920 --> 01:44:26.960]  What if you're only on the phone for two minutes who cares if you look ridiculous?
[01:44:26.960 --> 01:44:31.520]  You know get used to it because it's like I said, I think it was with hockenberry last week. I was like, you know
[01:44:32.160 --> 01:44:35.840]  People do i've gotten over making fun of them, but people do look ridiculous
[01:44:35.840 --> 01:44:38.320]  Using an ipad as a camera, but guess what?
[01:44:38.320 --> 01:44:45.120]  There's like probably two million people right now as we speak using an ipad somewhere in the world as a camera and get over it
[01:44:45.120 --> 01:44:47.520]  This is what they do, you know? Yeah, because they're they're
[01:44:48.720 --> 01:44:51.760]  It's the tool that's at hand and it works for them and it fits into their lives
[01:44:51.840 --> 01:44:55.040]  I mean, it's hard to talk about hockenberry about any of this stuff because you know
[01:44:55.040 --> 01:44:58.000]  He's so huge that this would be a nicely dainty phone for him
[01:44:58.480 --> 01:45:02.320]  Yeah, he's finally gonna know what we've thought. He's gonna I think he's gonna be so happy
[01:45:02.320 --> 01:45:04.720]  He's gonna be like, oh my god. This is what it's been like for you guys
[01:45:04.720 --> 01:45:10.880]  Yeah, because right the current phone he like just kind of holds between two fingers and it's like well
[01:45:11.040 --> 01:45:15.440]  it's like the current phone for him is like what we were talking about using the
[01:45:16.160 --> 01:45:19.040]  The ipod man. Oh, yeah, that's right. And it's
[01:45:19.840 --> 01:45:23.360]  How do you get your big meaty fingers on this thing? So yeah, he'll be happy
[01:45:23.920 --> 01:45:28.720]  You know, I was certainly a skeptic, you know at first when the android phones got super big
[01:45:29.280 --> 01:45:30.560]  um
[01:45:30.560 --> 01:45:32.560]  Because it didn't I didn't see the appeal
[01:45:32.560 --> 01:45:36.560]  um, but you know, I turned around and even when I wrote my iphone
[01:45:37.200 --> 01:45:38.560]  5 review two years ago
[01:45:38.560 --> 01:45:41.520]  I said look the big bigger phones are here to stay because I was skeptical
[01:45:41.760 --> 01:45:45.120]  Even when I had it and reviewed it of the change from 3.5 to 4
[01:45:47.280 --> 01:45:50.560]  But clearly, you know, there's desire for it i'm still a little
[01:45:53.500 --> 01:45:59.840]  Interested in why they went to two bigger sizes rather than keeping the four in size and having one bigger size
[01:45:59.840 --> 01:46:05.600]  But I think I think there's a question about what if this is true what happens next year because I do wonder if at some point
[01:46:06.400 --> 01:46:14.160]  Uh, they abandon the smaller size the five size or do they keep that size around and and upgrade that size?
[01:46:14.240 --> 01:46:16.800]  with better hardware on the inside and sort of end up with
[01:46:17.040 --> 01:46:22.480]  Because I think we're going to end up with three sizes because they'll keep around some version of the five as their third product
