[00:00.000 --> 00:02.000]  How are you?
[01:46:47.880 --> 01:46:52.500]  I like I like them having those little things that we do because it's cool because it makes you
[01:46:53.160 --> 01:46:59.240]  Appreciate how cool your product that you spent money on looks not necessarily this more cynical like how cool
[01:46:59.240 --> 01:47:05.400]  It makes you look, but like how make good it makes you feel that it does this thing that is pointless, but cool
[01:47:06.520 --> 01:47:11.120]  It's funny you brought that up because that was one of those points listening to ATP where I wish I could have jumped in
[01:47:11.200 --> 01:47:14.900]  Jumped in and started talking for anybody who doesn't remember for a long time
[01:47:15.600 --> 01:47:21.000]  Powerbooks even and MacBooks, but even in the aluminum era they figured out a way to do it through the aluminum
[01:47:21.040 --> 01:47:23.840]  they would have when your laptop was sleeping there was a
[01:47:23.840 --> 01:47:29.980]  Little light that would pulse on and off to indicate gently pulse right
[01:47:29.980 --> 01:47:33.100]  I didn't blink on and off it would slowly go on
[01:47:33.280 --> 01:47:38.700]  Slowly glow off and it was more or less timed to like the average breathing rate of a sleeping person
[01:47:39.440 --> 01:47:41.440]  It was a very soothing
[01:47:42.960 --> 01:47:44.960]  Rate and a very
[01:47:45.040 --> 01:47:47.000]  My nightlight for many years
[01:47:47.000 --> 01:47:48.960]  I would I would wake up in the middle of the night
[01:47:48.960 --> 01:47:56.200]  And I look at the ceiling and the ceiling would very slowly pulse brighter and then darker very subtly and I knew that was because
[01:47:56.200 --> 01:48:01.760]  My laptop was you know by the side of my bed and that light was just faintly illuminating the room
[01:48:01.760 --> 01:48:07.360]  So doing it with the pace tied to sleep like a very soothe, you know
[01:48:07.360 --> 01:48:13.600]  Like having a Bob Ross type soothing voice tell you to breathe slowly and you know, really help you relax
[01:48:13.600 --> 01:48:19.360]  You know that is whimsical and making sure that it didn't just blink on and off that it had like this nice
[01:48:19.520 --> 01:48:22.820]  You know curve to help right and then it's off, you know
[01:48:22.820 --> 01:48:30.460]  That's all whimsy by paying attention to stuff like that making the effort to get that to work through aluminum even you know
[01:48:30.880 --> 01:48:34.960]  When they couldn't just put a hole in the aluminum to make a light all of that is great
[01:48:34.960 --> 01:48:40.720]  But there was also a purpose to having it in the first place and I I do kind of miss it
[01:48:40.720 --> 01:48:42.720]  I wouldn't mind if they added that light back but
[01:48:42.720 --> 01:48:48.960]  I can kind of see why they got rid of it. But I what I remember specifically was that in the early years of
[01:48:49.800 --> 01:48:52.400]  Portable computers there wasn't sleep
[01:48:54.240 --> 01:48:58.160]  Your computer was on or off and when you were done using it you had to turn it off
[01:48:59.000 --> 01:49:00.120]  and
[01:49:00.120 --> 01:49:05.800]  You know, then they came out with sleep and you know, I'm I you might think I'm biased
[01:49:05.800 --> 01:49:09.280]  But I think this was I think this was undisputable at the time and you know
[01:49:09.280 --> 01:49:15.200]  Like in the mid 90s where power books the sleep was reliable and on PC
[01:49:15.960 --> 01:49:23.160]  Portables this sleep was a crapshoot whether it would actually wake up or still be asleep or whether it would crash while it was
[01:49:23.440 --> 01:49:30.000]  Supposedly sleeping like at a technical level Apple got sleep done right better years before
[01:49:30.640 --> 01:49:32.960]  Microsoft and the PC makers got it together
[01:49:33.920 --> 01:49:38.240]  but even then even when sleep was much more reliable on
[01:49:38.240 --> 01:49:43.440]  Power books than it was on the PC side. It was nowhere near as reliable as it is today
[01:49:43.440 --> 01:49:47.720]  I my opinion there were still times when you'd think your power book was
[01:49:47.840 --> 01:49:53.040]  sleeping and it either never went to sleep and like it was actually still like burning through the CPU or
[01:49:53.040 --> 01:49:57.960]  It would go to sleep and crash or something like that. So having that light glowing and knowing that your
[01:49:58.560 --> 01:50:05.440]  Your power book was still successfully, you know, and healthily sleeping was actually useful. It was a useful indicator to me at least
[01:50:05.440 --> 01:50:12.400]  Oh, yeah. Well, there was a really nasty bug where sometimes you'd close the lid and it would not go to sleep
[01:50:12.400 --> 01:50:17.360]  And I had that happen to me so many times where I would take my laptop
[01:50:17.360 --> 01:50:23.320]  I'd open my backpack at home having come on the bus from work and it was hot. I could tell like yeah
[01:50:23.320 --> 01:50:25.480]  Yeah hand toward I was like, oh no. Yes
[01:50:26.120 --> 01:50:30.640]  It'd you know run through its battery. It was still running lid closed. I opened it up
[01:50:30.640 --> 01:50:36.320]  The screen doesn't come back on I got force power it down like yeah, there were a few years there where sleep was
[01:50:37.240 --> 01:50:40.080]  Really really unreliable. I know that it still happens
[01:50:40.720 --> 01:50:43.680]  Especially when you run lid closed it can get really confused
[01:50:43.680 --> 01:50:48.320]  But like even when I did things like I would unhook I would open my laptop and unhook my external monitor
[01:50:48.560 --> 01:50:51.480]  Get it to be like, alright, are you good? You feel like a laptop now now?
[01:50:51.480 --> 01:50:54.960]  I'm gonna close you and it's still half the time. Yeah, it would not go to sleep
[01:50:54.960 --> 01:50:57.240]  You wouldn't get the little pulsating light frustrating
[01:50:57.240 --> 01:51:01.920]  Yeah, remember in the in the like Mac OS 9 era the with the Platinum user interface
[01:51:01.920 --> 01:51:05.080]  There was a user alert style with like a red top
[01:51:05.080 --> 01:51:10.240]  It was sort of a pink actually, but it was like it was like reserved for like really really bad alerts
[01:51:10.240 --> 01:51:11.080]  There was you know
[01:51:11.080 --> 01:51:15.580]  I think the you've only got 5% battery life was like one of those where it would come up
[01:51:15.680 --> 01:51:20.560]  and it was like the alert you didn't want to see if you if you had thought your
[01:51:21.080 --> 01:51:26.440]  Your machine was sleeping in your backpack for all this time and there were the other thing too again
[01:51:26.440 --> 01:51:30.840]  You know going down memory lane in addition to the fact that sleep is more reliable now
[01:51:32.160 --> 01:51:37.320]  When a machine died in sleep back then there were a lot of bad things that happened
[01:51:37.320 --> 01:51:40.800]  you know, like if you had files that were open they
[01:51:41.880 --> 01:51:43.560]  lost
[01:51:43.560 --> 01:51:48.320]  There's an awful lot of apps. I mean even wonderful wonderful apps like BB edit
[01:51:48.800 --> 01:51:52.460]  which has always been ahead of the curve on things like autosave and
[01:51:52.460 --> 01:51:58.860]  Restoring and stuff like that. But you know, if you had like a BB edit a thing open and the machine died. It was like
[01:51:59.460 --> 01:52:01.780]  That there was a good chance you'd lose some of it
[01:52:01.780 --> 01:52:02.300]  Yeah
[01:52:02.300 --> 01:52:07.060]  They added a feature at one point in fact that I remember being really grateful for that was they built in their own
[01:52:07.340 --> 01:52:13.820]  Autosave that happened in the background even if it was in an untitled file, it would be saved somewhere. It's funny though, ironically
[01:52:14.600 --> 01:52:20.580]  The worst sleep failures I had were when Apple put in a new feature
[01:52:20.580 --> 01:52:27.060]  That was if the battery died it would yeah, and they still do this to this day
[01:52:27.060 --> 01:52:32.020]  It would write the contents of memory to disk right and then and and this is the deep sleep
[01:52:32.020 --> 01:52:33.520]  They do this not just when the battery dies
[01:52:33.520 --> 01:52:38.360]  but after it's been asleep for some period of time if you've ever had that you put your laptop to sleep and you come back
[01:52:38.360 --> 01:52:41.460]  The next day and it looks kind of like it's booting up
[01:52:41.460 --> 01:52:45.860]  But then it's just back and I didn't actually reboot that is loading
[01:52:45.860 --> 01:52:51.300]  They do a deep shutdown memory gets voided, but they've written the memory to disk and then they load the memory back in
[01:52:51.300 --> 01:52:53.540]  And then they pick up right where you left off. Well
[01:52:54.140 --> 01:52:56.140]  the early days of that feature
[01:52:57.260 --> 01:53:01.400]  Sometimes it would try to go to sleep and it would be like oh something terrible happened
[01:53:01.400 --> 01:53:05.860]  I'm dead and that would be it and wouldn't go to sleep and it would sit there and it would get hot and then you
[01:53:05.860 --> 01:53:10.620]  Have to reboot and you lost everything and eventually they got through it. But that was I really remember that
[01:53:10.620 --> 01:53:17.580]  I would do like command-line stuff where I'd be like do not try to page to disk because it will kill my laptop and
[01:53:17.660 --> 01:53:21.620]  Just turn that feature off for a couple of years while they while they get it settled
[01:53:21.620 --> 01:53:25.540]  I remember turning that off on a mission too, and it was also at a time when
[01:53:26.580 --> 01:53:34.580]  Storage sizes hadn't raced so far ahead of RAM sizes and it you could possibly be especially if you had like a machine
[01:53:34.580 --> 01:53:40.980]  Maxed out on RAM you you could run into a situation where there wasn't enough space on disk or it was so close that it
[01:53:40.980 --> 01:53:46.140]  Would fill up the disk to such a level that it would cause problems just by writing that file to oh, yeah to disk
[01:53:46.540 --> 01:53:52.500]  You know this all happens on some there's still some small drives even now on modern max where you can actually get a little bit
[01:53:52.500 --> 01:53:55.060]  of savings by turning that feature off and deleting your
[01:53:55.660 --> 01:54:02.420]  Your save your RAM save file and you're like, hey, I got another couple gigabytes back another good thing
[01:54:02.420 --> 01:54:06.740]  I just wrote about it today, but I literally published right before we started recording so I'll bet you haven't seen it
[01:54:06.740 --> 01:54:10.020]  But I can bring it I can just say what it is is. I wrote a short piece on
[01:54:10.820 --> 01:54:12.820]  inspired by a
