[00:00.000 --> 00:02.000]  He says he joined.
[01:58:17.020 --> 01:58:18.440]  That was the story they had to tell.
[01:58:18.440 --> 01:58:19.560]  We already know how it's gonna...
[01:58:19.560 --> 01:58:21.080]  Please tell me that story.
[01:58:21.080 --> 01:58:27.840]  And the best example in my movie canon of seeing something like that happen in a believable
[01:58:27.840 --> 01:58:32.200]  way is The Godfather Part 1 and 2, because we have someone who is essentially a good
[01:58:32.200 --> 01:58:36.480]  person at every point trying to make what he thinks is the right decision, but essentially
[01:58:36.480 --> 01:58:40.600]  ending up as a force for evil despite his best efforts, unknowingly.
[01:58:40.600 --> 01:58:42.280]  It's hard to tell that story.
[01:58:42.280 --> 01:58:43.280]  So it's not like...
[01:58:43.280 --> 01:58:45.400]  It's like, oh, please don't explain to me how Anakin turned.
[01:58:45.400 --> 01:58:46.720]  I want to know how Anakin turned.
[01:58:46.720 --> 01:58:47.720]  It's a great story.
[01:58:47.720 --> 01:58:51.880]  And The Godfather Part 1 and 2 tell a great story of a essentially good-hearted person,
[01:58:51.880 --> 01:58:55.160]  good-hearted smart person trying to do the right thing and ending up where he ends up
[01:58:55.160 --> 01:58:58.200]  at the end of Godfather 2, which is not a good place.
[01:58:58.200 --> 01:58:59.480]  It can be done.
[01:58:59.480 --> 01:59:00.760]  It's just pretty darn tricky.
[01:59:00.760 --> 01:59:05.400]  Well, it's actually true for both him and his father, right?
[01:59:05.400 --> 01:59:07.160]  And that's what makes The Godfather 2 so brilliant.
[01:59:07.160 --> 01:59:08.160]  Right.
[01:59:08.160 --> 01:59:09.320]  It's not what I wanted for you.
[01:59:09.320 --> 01:59:10.320]  Right.
[01:59:10.320 --> 01:59:15.840]  And also, but also a good person who is honest and does what he says he's gonna do.
[01:59:15.840 --> 01:59:20.360]  Although Marlon Brando, like the original Godfather, does end up as a comparison against
[01:59:20.360 --> 01:59:26.680]  Michael in that he gets to go out more or less never having killed his own brother.
[01:59:26.680 --> 01:59:27.680]  Right.
[01:59:27.680 --> 01:59:28.680]  You know what I mean?
[01:59:28.680 --> 01:59:29.680]  Right.
[01:59:29.680 --> 01:59:30.680]  He stuck to his code.
[01:59:30.680 --> 01:59:33.960]  He did leave his family better than he found it.
[01:59:33.960 --> 01:59:34.960]  You know what I mean?
[01:59:34.960 --> 01:59:35.960]  Right.
[01:59:35.960 --> 01:59:36.960]  Right.
[01:59:36.960 --> 01:59:39.360]  And the son didn't even live up to that, let alone be a senator.
[01:59:39.360 --> 01:59:40.360]  Right.
[01:59:40.360 --> 01:59:41.360]  Right.
[01:59:41.360 --> 01:59:51.640]  I'll just insert my annual holiday spectacular, perhaps surprising to many aside, that I enjoyed
[01:59:51.640 --> 01:59:57.400]  the prequel trilogy much more than just about anybody of my generation that I know and think
[01:59:57.400 --> 01:59:58.920]  that they are fine movies.
[01:59:58.920 --> 01:59:59.920]  They're not.
[01:59:59.920 --> 02:00:00.920]  Well, you watch James Bond movies.
[02:00:00.920 --> 02:00:02.760]  Are you used to some bad dialogue in John Paul?
[02:00:02.760 --> 02:00:07.320]  Well, they're not what I wanted and they're not what I would have made, but I appreciate
[02:00:07.320 --> 02:00:09.440]  them for what they are.
[02:00:09.440 --> 02:00:12.600]  The beautiful design and good music in those movies.
[02:00:12.600 --> 02:00:17.720]  But I will end in the middle and I 100% agree with Syracuse that there is a beautiful design
[02:00:17.720 --> 02:00:18.720]  in there.
[02:00:18.720 --> 02:00:19.720]  Holy cow.
[02:00:19.720 --> 02:00:21.720]  Some of those shots are great.
[02:00:21.720 --> 02:00:26.040]  Phantom Menace, especially, has a lot of very vertical columns in the throne.
[02:00:26.040 --> 02:00:27.600]  There's a lot of cool stuff going on.
[02:00:27.600 --> 02:00:31.280]  But Anakin Skywalker is no Michael Corleone in terms of...
[02:00:31.280 --> 02:00:32.280]  No.
[02:00:32.280 --> 02:00:33.640]  No, they totally blew the story.
[02:00:33.640 --> 02:00:35.000]  Like I'm saying, you can tell that story.
[02:00:35.000 --> 02:00:36.000]  They did not.
[02:00:36.000 --> 02:00:37.000]  Sorry.
[02:00:37.000 --> 02:00:40.640]  In any kind of believable way, they just blew it 100%.
[02:00:40.640 --> 02:00:46.160]  A much more Michael Corleone-ish, young Michael Corleone-ish, young Anakin Skywalker would
[02:00:46.160 --> 02:00:47.800]  have made for a much better trilogy.
[02:00:47.800 --> 02:00:48.800]  But anyway...
[02:00:48.800 --> 02:00:49.800]  Yeah, he's coming back, by the way.
[02:00:49.800 --> 02:00:50.800]  I don't know if you know that.
[02:00:50.800 --> 02:00:51.800]  Who is?
[02:00:51.800 --> 02:00:52.800]  Hayden Christensen.
[02:00:52.800 --> 02:00:53.800]  Oh, yeah, I did hear him.
[02:00:53.800 --> 02:00:54.800]  Oh, yeah, yeah.
[02:00:54.800 --> 02:00:55.800]  In Kenobi.
[02:00:55.800 --> 02:00:57.800]  By the way, Kenobi's my favorite guy.
[02:00:57.800 --> 02:01:02.240]  I'm so happy that we're going to get a show about that and I'm really kind of...
[02:01:02.240 --> 02:01:05.240]  I've got a little bit of a trepidation about it being actually good.
[02:01:05.240 --> 02:01:08.200]  You know, the scripts that he can do some justice with.
[02:01:08.200 --> 02:01:09.200]  Yeah.
[02:01:09.200 --> 02:01:10.520]  I mean, he's an amazing actor.
[02:01:10.520 --> 02:01:11.520]  Come on.
[02:01:11.520 --> 02:01:13.960]  Well, and there is, I guess, you know, so that's...
[02:01:13.960 --> 02:01:18.200]  Here we get to the greater expanded universe that they're popping, they're sprouting.
[02:01:18.200 --> 02:01:23.200]  And to me, this is what makes The Mandalorian so clearly successful is that they're using
[02:01:23.200 --> 02:01:26.560]  it now as the trunk to branch other things off.
[02:01:26.560 --> 02:01:29.280]  You've got the Boba Fett series, you've got the Ahsoka series.
[02:01:29.280 --> 02:01:30.280]  Right.
[02:01:30.280 --> 02:01:31.800]  And the Ahsoka series wasn't...
[02:01:31.800 --> 02:01:37.840]  To me, at least as somebody who doesn't follow the comic book news, comic book world news,
[02:01:37.840 --> 02:01:41.800]  my understanding is that the announcement that Ahsoka is going to have her own series
[02:01:41.800 --> 02:01:45.400]  came after her appearance on The Mandalorian.
[02:01:45.400 --> 02:01:48.440]  And during her episode, they introduced that she...
[02:01:48.440 --> 02:01:51.040]  What is she doing in the world at this time?
[02:01:51.040 --> 02:01:53.000]  She's hunting down Grand Admiral Thrawn.
[02:01:53.000 --> 02:01:56.800]  Grand Admiral Thrawn, who's a guy from the books, but also appeared in Rebels.
[02:01:56.800 --> 02:01:57.800]  Right.
[02:01:57.800 --> 02:01:59.080]  And all the quote unquote canon.
[02:01:59.080 --> 02:02:00.080]  Right.
[02:02:00.080 --> 02:02:02.840]  And all of a sudden you're like, whoa, how is that going to fit into The Mandalorian?
[02:02:02.840 --> 02:02:04.800]  And it's like, this is terribly exciting.
[02:02:04.800 --> 02:02:05.800]  I remember him.
[02:02:05.800 --> 02:02:06.800]  He's a good, bad guy.
[02:02:06.800 --> 02:02:10.800]  He's like, you know, whether you really, really are into him or not, you have to admit he's
[02:02:10.800 --> 02:02:13.320]  a pretty good, bad guy.
[02:02:13.320 --> 02:02:14.600]  And you know...
[02:02:14.600 --> 02:02:19.120]  He's an Erwin Rommel kind of guy, just for people who haven't...
[02:02:19.120 --> 02:02:22.880]  Erwin Rommel being an Aussie general.
[02:02:22.880 --> 02:02:23.880]  So definitely no good.
[02:02:23.880 --> 02:02:27.880]  For the kids who don't know who Thrawn is, but who know who Rommel is, it's a very small
[02:02:27.880 --> 02:02:28.880]  group.
[02:02:28.880 --> 02:02:38.960]  Rommel was a Nazi general in North Africa, fought the British in the U.S. to some degree,
[02:02:38.960 --> 02:02:41.760]  was going to reinforce the beaches on D-Day, but ultimately turned against...
[02:02:41.760 --> 02:02:46.040]  He was a Nazi general who was kind of like a Grand Admiral Thrawn, if that helps.
[02:02:46.040 --> 02:02:50.300]  But I always ultimately turned against Hitler and got shot for it.
[02:02:50.300 --> 02:02:53.900]  Not a good guy, but somebody that the British like to prop up because it made them feel
[02:02:53.900 --> 02:02:57.360]  great about fighting an honorable opponent.
[02:02:57.360 --> 02:03:01.240]  But Grand Admiral Thrawn is definitely like, let's take Rommel and make him blue and put
[02:03:01.240 --> 02:03:02.800]  him in space.
[02:03:02.800 --> 02:03:10.400]  I believe we have covered in past Holiday Spectaculars the very conspicuous plot holes
[02:03:10.400 --> 02:03:18.840]  and patchworks and gaps and things that really don't add up at all between maybe the way
[02:03:18.840 --> 02:03:24.920]  that George Lucas didn't really think things through and then tried to make them through.
[02:03:24.920 --> 02:03:33.360]  Like for example, why in the world did Obi-Wan and Yoda not go to kill the Emperor together?
[02:03:33.360 --> 02:03:34.940]  Why in the world would they split up?
[02:03:34.940 --> 02:03:38.720]  And then even when they failed in their own weird ways, why did they go into exile for
[02:03:38.720 --> 02:03:44.600]  20 years when they both clearly were very close to being able to defeat these enemies?
[02:03:44.600 --> 02:03:54.880]  And then just let the whole galaxy succumb to a sort of fascistic, authoritarian, evil
[02:03:54.880 --> 02:03:55.880]  regime?
[02:03:55.880 --> 02:03:57.680]  I don't know, but I think it explains what Luke did.
[02:03:57.680 --> 02:03:58.680]  He's like, I don't know.
[02:03:58.680 --> 02:04:00.160]  I don't know, Dad.
[02:04:00.160 --> 02:04:01.160]  You taught me.
[02:04:01.160 --> 02:04:02.680]  I don't know why I'm smoking pot, Dad.
[02:04:02.680 --> 02:04:04.960]  You told me to run away to this island.
[02:04:04.960 --> 02:04:07.960]  The problem is that we have the prequels that tried to explain it, so that's stuck in our
[02:04:07.960 --> 02:04:08.960]  mind.
[02:04:08.960 --> 02:04:09.960]  It doesn't make sense.
[02:04:09.960 --> 02:04:12.800]  But without the prequels there, you can come up with reasons that make sense in terms of
[02:04:12.800 --> 02:04:19.720]  just personally being devastated by what's happened and sort of punishing yourself and
[02:04:19.720 --> 02:04:21.840]  exiling yourself and all that business.
[02:04:21.840 --> 02:04:22.840]  Right.
[02:04:22.840 --> 02:04:29.120]  Well, even there, I think the last Jedi and Luke's position there supports that.
[02:04:29.120 --> 02:04:30.120]  What am I going to do?
[02:04:30.120 --> 02:04:32.200]  Walk out there with a laser sword and beat the whole Empire?
[02:04:32.200 --> 02:04:33.200]  No.
[02:04:33.200 --> 02:04:34.200]  I'm just a guy.
[02:04:34.200 --> 02:04:35.200]  I can't do that.
[02:04:35.200 --> 02:04:36.680]  I can't do it.
[02:04:36.680 --> 02:04:43.400]  And if Yoda and Obi-Wan had been like, you know what, there's two of us, there's an entire
[02:04:43.400 --> 02:04:44.720]  galaxy full of these people.
[02:04:44.720 --> 02:04:46.160]  They were playing a long game.
[02:04:46.160 --> 02:04:49.640]  I mean, they were stupidly hiding Vader's son on his own planet, but whatever.
[02:04:49.640 --> 02:04:50.640]  Sure.
[02:04:50.640 --> 02:04:51.640]  They had a long game.
[02:04:51.640 --> 02:04:52.640]  The long game was Luke.
[02:04:52.640 --> 02:04:53.640]  Yeah, right.
[02:04:53.640 --> 02:04:54.640]  And Leia.
[02:04:54.640 --> 02:04:57.000]  But the argument about like, why didn't we just double our forces and go take out the
[02:04:57.000 --> 02:04:58.000]  Emperor?
[02:04:58.000 --> 02:05:04.400]  Well, if you ignore the prequels, that wouldn't have been an issue, right?
[02:05:04.400 --> 02:05:08.640]  Like there would have been like, well, there's about a million stormtroopers between here
[02:05:08.640 --> 02:05:09.640]  and there.
[02:05:09.640 --> 02:05:10.640]  And there's only two of us.
[02:05:10.640 --> 02:05:14.000]  And that's just not going to work no matter how much of a badass samurai you are.
[02:05:14.000 --> 02:05:19.800]  Well, I still think I've always thought that it was ambiguous, right from the beginning,
[02:05:19.800 --> 02:05:23.720]  just what Vader meant right in the first movie when he says, you know, when last we met,
[02:05:23.720 --> 02:05:24.720]  I was but the learner.
[02:05:24.720 --> 02:05:29.520]  I mean, you get the sense, you know, we find out later that, you know, that Obi-Wan did
[02:05:29.520 --> 02:05:31.580]  this to Vader.
[02:05:31.580 --> 02:05:37.240]  But it was always, to me, it seemed purposefully vague as to whether there was one incident
[02:05:37.240 --> 02:05:41.800]  20 years prior where that happened and they haven't seen each other since or whether they
[02:05:41.800 --> 02:05:47.200]  had seen each other in the interstitial years at some point, you know, even though it's
[02:05:47.200 --> 02:05:50.560]  clear that he hadn't seen Obi-Wan in a while.
[02:05:50.560 --> 02:05:52.660]  And yeah, they could do another thing.
[02:05:52.660 --> 02:05:57.600]  I do sort of prefer it if he just left him there.
[02:05:57.600 --> 02:06:00.920]  I don't think they're going to be seeing each other again, because it was pretty clear,
[02:06:00.920 --> 02:06:06.960]  I think, in A New Hope where it's like, they split up and they split up when last we met.
[02:06:06.960 --> 02:06:08.120]  They were student and teacher.
[02:06:08.120 --> 02:06:11.680]  We know that Obi-Wan taught him, blah, blah, blah.
[02:06:11.680 --> 02:06:15.200]  And they don't come back together again until it's on the Death Star with Luke.
[02:06:15.200 --> 02:06:19.680]  I don't think so, but I would have liked if, like, instead of chopping off and said, I
[02:06:19.680 --> 02:06:23.440]  had the high ground, which was dumb, he said, you've still got a lot to learn.
[02:06:23.440 --> 02:06:26.680]  I was going to teach you so much on the master.
[02:06:26.680 --> 02:06:27.680]  You're the learner.
[02:06:27.680 --> 02:06:28.680]  Look at you.
[02:06:28.680 --> 02:06:32.680]  Like, that would have been dickish.
[02:06:32.680 --> 02:06:37.040]  But it would have added at least a little bit to Vader's like, ah, I'm the master now.
[02:06:37.040 --> 02:06:40.400]  And speaking of things in the prequel that people don't like and everything, it's interesting
[02:06:40.400 --> 02:06:45.000]  how the Mandalorian has walked the line with the baby Yoda.
[02:06:45.000 --> 02:06:46.760]  He's got a high M count.
[02:06:46.760 --> 02:06:51.000]  We don't want to say the word, but his blood has something in it that starts with the letter
[02:06:51.000 --> 02:06:55.360]  M. Also, it's importantly, only the Imperials
[02:06:55.360 --> 02:06:56.520]  should say that.
[02:06:56.520 --> 02:06:57.520]  Right.
[02:06:57.520 --> 02:06:58.520]  And what they're doing with it, right?
[02:06:58.520 --> 02:07:02.120]  So they're either resurrecting the Emperor, they're making the Snokes or whatever the
