[00:00.000 --> 00:03.000]  Where do we even start, Ben?
[01:52:47.000 --> 01:52:55.000]  It doesn't mean they made the smartphone. But making the market is more meaningful, it's more profitable, and frankly, it's much more difficult.
[01:52:55.000 --> 01:53:00.000]  And they made the market for touch screens. I mean, and again, touch screens have existed for a long, long time.
[01:53:00.000 --> 01:53:06.000]  But they made the market to make it a mass market technology. No other product had a mass market touch screen before the iPhone.
[01:53:06.000 --> 01:53:13.000]  And that's where everyone benefits, because then they get the cost comes down because it gets scale.
[01:53:13.000 --> 01:53:20.000]  So my question is, do they have something like that for a new Apple TV? Because the whole up, down, left, right thing is not innovative.
[01:53:20.000 --> 01:53:25.000]  I wouldn't be surprised if we're still stuck with up, down, left, right, select play.
[01:53:25.000 --> 01:53:30.000]  Hopefully, God Almighty, please, God, not infrared, please, Bluetooth.
[01:53:30.000 --> 01:53:40.000]  Oh, for God's sake. Honestly, if it comes out, if they come out with a new Apple TV and it's an infrared remote, I I'm I'm going to I don't know.
[01:53:40.000 --> 01:53:44.000]  I don't know what I would do. I was going to say I'd sell all my Apple stock, but I don't own any Apple stock.
[01:53:44.000 --> 01:53:50.000]  I'm going to buy I would buy Apple stock just so I could sell it.
[01:53:50.000 --> 01:53:53.000]  I think you just sell your Apple stuff. I'm like, that seems a little extreme.
[01:53:53.000 --> 01:53:58.000]  No, I wish I owned Apple. It would make me wish I owned Apple stock so I could sell it.
[01:53:58.000 --> 01:54:06.000]  It would it would be very upsetting, but I wouldn't be surprised if it's Bluetooth remote and just up, down, left, right, select and play.
[01:54:06.000 --> 01:54:10.000]  But I would love it if they've got something right.
[01:54:10.000 --> 01:54:14.000]  I'd love it if they have something that makes it better. So I don't know.
[01:54:14.000 --> 01:54:25.000]  I mean, so I mean, the job is out and he's now at BuzzFeed, you know, said reported that there's a new device and actually has an eight chip.
[01:54:25.000 --> 01:54:30.000]  It has a meaningful amount of storage for apps and an app store.
[01:54:30.000 --> 01:54:38.000]  And he pointed out that the Apple TV, it says starting at sixty nine dollars, which it also ends at sixty nine dollars currently.
[01:54:38.000 --> 01:54:46.000]  So you're buying the there's going to be multiple Apple TVs, one of which has an app store.
[01:54:46.000 --> 01:54:54.000]  And I don't know. Maybe that's starting it. Maybe we're all reading way too much into the starting at sixty nine dollars because I don't understand if they come out with a new one.
[01:54:54.000 --> 01:55:01.000]  Why in the world wouldn't they just get rid of the old one? Why would they even want to make it available if it's running an entire, you know, entirely different platform?
[01:55:01.000 --> 01:55:06.000]  Because the sixty nine dollar point, I think, is important. And this is a huge mistake that Microsoft made.
[01:55:06.000 --> 01:55:15.000]  Microsoft wanted the whole reason for the Xbox, the big picture strategic reason was that they wanted to own the living room.
[01:55:15.000 --> 01:55:26.000]  And the idea was we'll start with a console and then we'll expand into all these functions so that we own that screen and the whole three screens in a cloud sort of thing.
[01:55:26.000 --> 01:55:31.000]  The problem with that is they start in the wrong place. They started in a place that meant it had to be expensive.
[01:55:31.000 --> 01:55:38.000]  And as long as the Xbox was several hundred dollars, you know, they were never going to crack the mass market.
[01:55:38.000 --> 01:55:58.000]  And and I think that, you know, that is that's a cautionary tale. And I think Apple and all the other folks, Google and and and Amazon and Roku, they're taking the better approach, which is delivering kind of a minimum viable product for a device and keeping the price low.
[01:55:58.000 --> 01:56:09.000]  And then when and if Apple brings this out and maybe Apple does want to come go up against the consoles, maybe they do want to like really.
[01:56:09.000 --> 01:56:23.000]  Dominate that space to do that, you're going to I mean, you have to spend some money, but you don't want it, but you don't want to lose the accessibility and having the core function of the TV accessible to lots of people.
[01:56:23.000 --> 01:56:27.000]  So I think the multiple model approach actually makes a ton of sense.
[01:56:27.000 --> 01:56:30.000]  Yeah, maybe. Maybe.
[01:56:30.000 --> 01:56:39.000]  I do think there's a chance that they're going there might be some classic Christiansen style disruption potential there again.
[01:56:39.000 --> 01:56:43.000]  And I know I'm not a gaming expert, but I think the A8 is good enough.
[01:56:43.000 --> 01:56:52.000]  And it's you know, it's not going to render as many polygons per frame as the PS4 or the Xbox one.
[01:56:52.000 --> 01:57:05.000]  But if it's only ninety nine dollars, it might and it might be good enough because it you know, in terms of how many pixels are on a 1080 HD screen, it's fewer.
[01:57:05.000 --> 01:57:10.000]  It's not that many. Right. It's fewer than iOS devices. The A8 already handles.
[01:57:10.000 --> 01:57:13.000]  So I've actually argued both sides of this.
[01:57:13.000 --> 01:57:18.000]  I was all about the Apple TV and its potential previously.
[01:57:18.000 --> 01:57:26.000]  And I this is why the biggest question to me about the new Apple TV is you were kind of hinting at it.
[01:57:26.000 --> 01:57:41.000]  It's the input method. Right. I think as long as if the Apple TV does not have a controller like a proper controller, the traditional consoles are going to be safe.
[01:57:41.000 --> 01:57:53.000]  Now, their growth might be capped like they're going to have trouble finding new customers, but they they will the current kind of hardcore gamers will be there.
[01:57:53.000 --> 01:57:59.000]  And it's a large enough market that the publishers will stay and it will still continue to be a profitable industry.
[01:57:59.000 --> 01:58:09.000]  What gets really interesting is if the this if there is this this mythical higher level Apple TV and it has a proper controller.
[01:58:09.000 --> 01:58:19.000]  And I think we're talking more like one ninety nine or one seventy nine, maybe that is where like meaningful disruption becomes a possibility.
[01:58:19.000 --> 01:58:32.000]  Yeah, well, I think the whole disruption thing and I've written about this a few times, like I think that if I have lots of I think the core theory is really compelling and explains a lot of stuff.
[01:58:32.000 --> 01:58:39.000]  But, you know, I've picked nuts with the whole modular integrated sort of stuff.
[01:58:39.000 --> 01:58:53.000]  But one thing that bothers me about that is it's kind of assumed with once the company's disrupted that it like they're done, like they're doomed, they're going to go out of business.
[01:58:53.000 --> 01:59:07.000]  So that's actually what Christiansen said. I think what the way it turns out, though, and we've seen this play out, is that a company company and this is partly because the market is just so huge now because the way it has disruption is the lower.
[01:59:07.000 --> 01:59:12.000]  The lower guy comes in and he's capturing customers that that the incumbent doesn't care about.
[01:59:12.000 --> 01:59:16.000]  And then he expands, captures more customers and incumbent retreats to the high end.
[01:59:16.000 --> 01:59:24.000]  And the problem is the high end becomes so small relative to the mass market that everyone, all the supporting players flee the high market and they serve the mass market.
[01:59:24.000 --> 01:59:28.000]  And then the big the incumbent is doomed.
