[00:00.000 --> 00:03.480]  Is this the show are we on the show is this the show could be
[01:53:45.100 --> 01:53:50.940]  Ian Fleming and thus eon productions who had the rights to Ian Fleming's James Bond and Kevin McClory
[01:53:50.940 --> 01:53:56.660]  So Kevin McClory had the legal rights to make a movie based on the novel thunderball
[01:53:56.660 --> 01:54:03.020]  And that's you know, and he spent like decades trying to get it made and that's what eventually became never say never again
[01:54:03.020 --> 01:54:08.780]  That's why I never say never again plot is so similar to thunderball. It's a weird. It's a weird
[01:54:09.460 --> 01:54:11.460]  Moral fables who wants half a baby?
[01:54:12.500 --> 01:54:15.580]  It is weird. Yeah, it's weird. It's weird that you know, I
[01:54:16.140 --> 01:54:18.260]  You know, it's like all those fables, you know
[01:54:19.260 --> 01:54:24.700]  They're painted the the the the lying woman was was like, you know painted in broad strokes. She was like the
[01:54:24.700 --> 01:54:29.540]  The Empire, you know, shoot she's okay with half a baby. That's fine, right?
[01:54:30.100 --> 01:54:33.860]  Yeah, and to say like if she had a fleet of TIE fighters, she wouldn't to put shields on
[01:54:34.980 --> 01:54:36.780]  Save a couple bucks
[01:54:36.780 --> 01:54:38.780]  Whatever it takes get it done
[01:54:39.140 --> 01:54:44.020]  It's weird that Kevin McClory got even the ability to use the name James Bond, right?
[01:54:44.020 --> 01:54:48.620]  Whatever you'd say about his claim to the story. Okay, great. You can you can use the same story
[01:54:48.620 --> 01:54:55.100]  Just use a different name for the character. Yeah, I've linked to this before. I'll put it in the show notes again. I hope
[01:54:55.100 --> 01:54:59.220]  It's still there on YouTube. Do you ever see the recut opening of never say never again? Yeah
[01:55:00.300 --> 01:55:02.900]  I think I think when you link to it, maybe maybe was on
[01:55:03.980 --> 01:55:06.020]  This show or maybe it was on during fireball
[01:55:06.020 --> 01:55:09.500]  But you talked about how great it would be if they redid the whole movie like that, right?
[01:55:09.580 --> 01:55:15.540]  It's the gist of it is is the real never say never again has this terrible cheesy 80s
[01:55:15.540 --> 01:55:18.500]  soundtrack and theme and
[01:55:19.660 --> 01:55:22.500]  Even the logo thing is really cheesy
[01:55:22.900 --> 01:55:28.280]  And it's part of what makes it feel off right from the start and some genius on
[01:55:29.140 --> 01:55:34.160]  Put up on YouTube pretty much like the whole like opening five-minute thing of never say never again
[01:55:34.940 --> 01:55:38.900]  but with the real James Bond theme music and
[01:55:38.900 --> 01:55:46.420]  You know logo and you know the stuff like that and it it
[01:55:47.540 --> 01:55:50.060]  Improves it so immensely and it feels real
[01:55:50.060 --> 01:55:54.840]  It feels like this is a real James Bond movie and it's exactly like what I said earlier about John Williams in Star Wars
[01:55:54.840 --> 01:55:58.700]  it makes you leave it right it makes you realize how much that music and
[01:55:59.540 --> 01:56:03.720]  Graphical theming is part of what makes it feel like a Bond movie
[01:56:03.720 --> 01:56:09.700]  Well, we saw we saw that pretty clearly at the end of Casino Royale when you first hear the
[01:56:10.680 --> 01:56:15.760]  Got the guy's name when you first hear the bond thing. Yeah, I know what you mean. Yeah, and you and they held the
[01:56:16.480 --> 01:56:18.480]  the silhouette, you know
[01:56:19.120 --> 01:56:23.440]  Pulled the gun out and shoot a bullet into the screen. Yeah, and the blood comes down
[01:56:23.440 --> 01:56:25.160]  They held it until the end of that movie
[01:56:25.160 --> 01:56:29.760]  Right, right because this was that the whole point of that movie was this is how he becomes bond, right?
[01:56:29.760 --> 01:56:33.760]  it was like this it was almost like the whole movie was sort of a a
[01:56:34.680 --> 01:56:36.680]  feature length
[01:56:38.120 --> 01:56:40.120]  What's it called like a prelude
[01:56:41.480 --> 01:56:43.600]  What do you call like chapter zero of a book
[01:56:44.480 --> 01:56:47.360]  Like prologue. Yeah prologue like it was like a two-hour prologue
[01:56:48.080 --> 01:56:50.080]  Yeah, well, I kind of read it as
[01:56:50.640 --> 01:56:54.720]  similar to like Batman Begins and that was at the time in movies when Batman Begins and
[01:56:54.720 --> 01:57:01.000]  And like rebooting a thing was the thing to do like give us some more origin stories, please. Yeah, it was a
[01:57:01.680 --> 01:57:06.600]  Casino Royale is like the greatest origin story ever. I think I think I'd agree with that
[01:57:06.600 --> 01:57:08.760]  I think I'd agree that in so much of it for me and
[01:57:09.080 --> 01:57:13.760]  there's I don't think I'm giving away any secrets by saying that Vesper land my favorite bond girl and I think that
[01:57:14.080 --> 01:57:20.580]  Such such a defining moment in bonds life if you want to imagine that it's it's one guy and this is all his story
[01:57:20.920 --> 01:57:22.160]  that
[01:57:22.160 --> 01:57:26.680]  The the story of Vesper land is the story of bond without her. There's no James Bond
[01:57:26.680 --> 01:57:30.540]  yeah, and they you know, it wasn't like he started as a
[01:57:31.760 --> 01:57:33.760]  85 pound
[01:57:33.920 --> 01:57:41.680]  You know sickly weakling who needed a super serum to become James Bond. He was already he wasn't bitten by a radioactive secret agent, right?
[01:57:41.680 --> 01:57:47.400]  he was obviously already well trained in the military and had the mindset and was on the type of
[01:57:47.400 --> 01:57:53.760]  Person who would be on a career path to become a double-o in mi6. It's you know, what is it?
[01:57:53.760 --> 01:57:59.080]  Like what would that what would that character be? Like when he's like one cut below becoming a double-o?
[01:58:00.600 --> 01:58:07.560]  You know and what would he be like when he first gets granted the double-o status and isn't really comfortable at that level
[01:58:07.560 --> 01:58:09.560]  It doesn't really get it yet. Isn't really
[01:58:09.560 --> 01:58:16.520]  Isn't quite prepared for it, you know, but still maybe a little a little insufferably arrogant. Yeah
[01:58:17.640 --> 01:58:21.440]  He knows he's on the cusp, but he's not he's not seasoned enough to be comfortable in it yet
[01:58:21.440 --> 01:58:28.400]  Yeah, and we've that scene on the train with him and Vesper going back and forth trading shots and he loses that argument
[01:58:28.400 --> 01:58:34.200]  Yeah, if anybody who doesn't anybody who doesn't hold that that's one of the best scenes in an action movie in
[01:58:34.200 --> 01:58:40.160]  In recent memory, you know, I would say ever but and you know in the modern era of movies
[01:58:40.320 --> 01:58:45.760]  It's like we're just not gonna have be able to have a we're not gonna agree on anything when it comes to cinema
[01:58:45.760 --> 01:58:49.800]  It's not even actually that's one of my favorite scenes in a movie. Yeah, it's just so good
[01:58:50.080 --> 01:58:56.640]  It's and it's you know, it's in a series where the the level of actual
[01:58:56.640 --> 01:59:04.280]  Personal interplay between Bond and the women in the movie. It's just notoriously
[01:59:05.080 --> 01:59:09.580]  Thin, you know and it's more or less just blah blah blah. Let's go to bed
[01:59:10.760 --> 01:59:14.640]  Right. Yeah, and this plays so well against that but it even stands on its own
[01:59:14.640 --> 01:59:17.280]  It works in both directions, which I think is what makes it so great, right?
[01:59:17.360 --> 01:59:22.720]  You can see why both of them like each other and you can see why both of them dislike each other and you can see
[01:59:22.720 --> 01:59:26.920]  Why both of them like the other because of the reasons that they dislike the other
[01:59:27.120 --> 01:59:31.760]  Yeah, when she asks, how's the lamb and he says skewer? Yeah sympathizes. He says it with a smile
[01:59:31.760 --> 01:59:36.120]  Like he's kind of into this he's into this lady. Yeah. Yeah, it's definitely one of the best scenes
[01:59:36.120 --> 01:59:42.120]  I it makes it to otherwise it's a great movie anyway, but it's it's really the scene that like puts it over the top
[01:59:43.340 --> 01:59:47.460]  What do you think I was thinking about this with specter and the movie specter
[01:59:47.460 --> 01:59:52.820]  And the organization is that there's there they they could be repeating a pattern
[01:59:52.820 --> 01:59:57.820]  So in the in the Sean Connery films, there's dr. No, and that's a specter movie. Dr
[01:59:57.820 --> 02:00:03.740]  No is is you know, one of the agents of specter and from Russia with love is a specter movie
[02:00:03.740 --> 02:00:10.660]  Then the third one goldfinger was just about it was off specter and it was just this crackpot guy goldfinger and his plan
[02:00:10.660 --> 02:00:15.300]  And then in the fourth and fifth ones, they went back to to specter with dr
[02:00:15.300 --> 02:00:20.660]  No, and and you only live twice. So you're saying that with Casino Royale you had this one
[02:00:20.660 --> 02:00:26.340]  There was this shadowy organization that I believe you know you and I chatted about this today in prep for the show
[02:00:26.340 --> 02:00:30.640]  But I believe in Casino Royale there was never given a name to it, but there was the guy mr. White
[02:00:31.340 --> 02:00:33.340]  Which is the guy who he?
[02:00:33.660 --> 02:00:37.460]  The great scene at the end of the movie when this guy mr
[02:00:37.460 --> 02:00:41.940]  White who had been like behind all this scheming and the funding of Le Chiffre
[02:00:41.940 --> 02:00:48.620]  And who saved James Bond's life by coming in and killing Le Chiffre and letting Bond go when he was being tortured
[02:00:49.900 --> 02:00:55.080]  The offer. Yeah, how would you pronounce it? I think it's Le Chiffre Le Chiffre. Yeah, I mean
[02:00:55.300 --> 02:00:58.580]  I'm sure the Internet's gonna correct me. Yeah, let's shift shift for whatever
[02:00:59.220 --> 02:01:01.460]  Le Chiffre, I guess that's what they say in a movie actually
[02:01:02.540 --> 02:01:04.540]  It's foreign
[02:01:05.500 --> 02:01:09.220]  This mr. White guy is you know, obviously if not the highest up
[02:01:09.220 --> 02:01:12.660]  It's he's a higher up in some shadowy criminal organization
[02:01:12.660 --> 02:01:18.140]  And then he's you know, one of the neat things about quantum of solace, which it opposite of Skyfall
[02:01:18.140 --> 02:01:23.500]  I continue to like more and more as I as the years go on and I rewatch it
[02:01:24.500 --> 02:01:26.500]  like if I redid I bet of all the
[02:01:27.220 --> 02:01:32.820]  Commentaries I did with Dan on the original series the one I would probably change the most if I redid it now is quantum
[02:01:32.820 --> 02:01:40.180]  of solace, which I at the time did not like because of a bunch of plot holes and some weak writing the more I watch it
[02:01:40.180 --> 02:01:41.620]  I like it more
[02:01:41.620 --> 02:01:49.260]  And I I even like I like the idea that it starts like an hour after Casino Royale. Yeah, it's like the next day
[02:01:49.460 --> 02:01:51.900]  Yeah, he's got it. He's got mr
[02:01:51.900 --> 02:01:53.260]  White in the trunk of his car
[02:01:53.260 --> 02:01:55.520]  But you don't even know that until he opens the trunk of his car
[02:01:55.820 --> 02:01:59.440]  When you see it in theaters, it had been like two or three years since Casino Royale
[02:01:59.440 --> 02:02:06.420]  so you've probably forgotten about that and I think that assuming that this was a whole new story starting over was what ruined the movie for
